temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,snowfall,visibility,dew_point_2m,DATE,HOUR
8.9,75,0.82,0.0,0.0,,4.8,21/04/2023,11
10.2,69,1.4,0.0,0.0,,4.9,21/04/2023,12
11.1,64,1.8,0.0,0.0,,4.7,21/04/2023,13
11.3,54,0.99,0.0,0.0,,2.4,21/04/2023,14
11.6,52,0.51,0.0,0.0,,2.0,21/04/2023,15
12.5,50,0.67,0.0,0.0,,2.4,21/04/2023,16
12.8,49,0.58,0.0,0.0,,2.4,21/04/2023,17
12.8,47,0.2,0.0,0.0,,1.9,21/04/2023,18
12.6,47,0.36,0.0,0.0,,1.5,21/04/2023,19
11.4,72,0.63,0.0,0.0,,6.5,21/04/2023,20
10.6,55,1.12,0.0,0.0,,2.0,21/04/2023,21
8.3,70,1.87,0.0,0.0,,3.2,21/04/2023,22
8.1,71,1.58,0.0,0.0,,3.2,21/04/2023,23
7.2,76,1.66,0.0,0.0,,3.2,22/04/2023,0
4.7,87,2.69,0.0,0.0,,2.8,22/04/2023,1
6.1,84,1.98,0.0,0.0,,3.5,22/04/2023,2
5.5,87,2.05,0.0,0.0,,3.5,22/04/2023,3
5.5,87,2.11,0.0,0.0,,3.5,22/04/2023,4
6.6,81,2.21,0.0,0.0,,3.6,22/04/2023,5
7.1,80,2.02,1.2,0.0,,3.8,22/04/2023,6
7.2,89,2.41,1.9,0.0,,5.4,22/04/2023,7
7.4,92,2.28,1.2,0.0,,6.2,22/04/2023,8
8.2,93,2.13,1.3,0.0,,7.1,22/04/2023,9
9.2,93,1.87,1.8,0.0,,8.1,22/04/2023,10
11.1,88,1.68,0.4,0.0,,9.2,22/04/2023,11
11.8,89,1.94,0.1,0.0,,10.1,22/04/2023,12
13.4,83,5.0,0.0,0.0,,10.6,22/04/2023,13
13.6,75,5.78,0.1,0.0,,9.2,22/04/2023,14
14.6,67,4.65,0.0,0.0,,8.6,22/04/2023,15
16.5,56,4.9,0.0,0.0,,7.7,22/04/2023,16
16.9,54,5.46,0.0,0.0,,7.5,22/04/2023,17
17.1,51,5.32,0.0,0.0,,6.9,22/04/2023,18
16.5,54,4.19,0.0,0.0,,7.2,22/04/2023,19
14.9,64,2.69,0.0,0.0,,8.1,22/04/2023,20
11.6,78,2.25,0.0,0.0,,7.8,22/04/2023,21
11.4,77,2.33,0.0,0.0,,7.6,22/04/2023,22
11.1,77,3.0,0.0,0.0,,7.2,22/04/2023,23
10.9,75,3.58,0.0,0.0,,6.8,23/04/2023,0
10.4,79,3.56,0.0,0.0,,6.9,23/04/2023,1
10.5,83,3.54,0.0,0.0,,7.7,23/04/2023,2
9.6,89,2.55,0.0,0.0,,7.8,23/04/2023,3
9.0,92,3.06,0.0,0.0,,7.8,23/04/2023,4
8.6,93,3.01,0.0,0.0,,7.6,23/04/2023,5
8.5,94,3.16,0.0,0.0,,7.6,23/04/2023,6
8.8,94,3.71,0.0,0.0,,7.8,23/04/2023,7
9.6,89,4.0,0.6,0.0,,7.9,23/04/2023,8
9.9,90,4.23,1.8,0.0,,8.4,23/04/2023,9
10.7,90,6.32,1.8,0.0,,9.1,23/04/2023,10
11.2,83,6.08,0.8,0.0,,8.6,23/04/2023,11
12.4,79,6.81,0.0,0.0,,8.8,23/04/2023,12
14.0,74,9.34,0.0,0.0,,9.4,23/04/2023,13
12.6,86,8.81,0.4,0.0,,10.4,23/04/2023,14
13.3,74,10.41,0.1,0.0,,8.7,23/04/2023,15
13.2,67,10.19,0.1,0.0,,7.2,23/04/2023,16
14.1,65,8.1,0.1,0.0,,7.7,23/04/2023,17
14.1,64,6.99,0.1,0.0,,7.5,23/04/2023,18
12.9,72,6.06,0.1,0.0,,8.1,23/04/2023,19
11.9,80,5.22,0.1,0.0,,8.6,23/04/2023,20
10.5,84,4.0,0.1,0.0,,7.9,23/04/2023,21
10.1,80,3.51,0.0,0.0,,6.9,23/04/2023,22
9.8,80,3.03,0.0,0.0,,6.4,23/04/2023,23
8.8,83,3.54,0.2,0.0,,6.1,24/04/2023,0
8.8,82,4.75,0.0,0.0,,5.9,24/04/2023,1
7.9,86,5.15,0.0,0.0,,5.7,24/04/2023,2
8.1,85,5.32,0.0,0.0,,5.8,24/04/2023,3
7.6,87,5.19,0.0,0.0,,5.6,24/04/2023,4
7.1,90,4.95,0.0,0.0,,5.4,24/04/2023,5
6.8,91,4.47,0.0,0.0,,5.3,24/04/2023,6
6.6,92,4.04,0.0,0.0,,5.3,24/04/2023,7
7.6,88,4.67,0.0,0.0,,5.8,24/04/2023,8
9.1,82,6.01,0.0,0.0,,6.2,24/04/2023,9
10.2,75,5.63,0.1,0.0,,6.1,24/04/2023,10
10.7,74,5.0,0.2,0.0,,6.3,24/04/2023,11
11.6,71,4.92,0.1,0.0,,6.4,24/04/2023,12
12.4,68,5.0,0.1,0.0,,6.7,24/04/2023,13
12.9,65,4.88,0.1,0.0,,6.3,24/04/2023,14
13.4,62,4.78,0.0,0.0,,6.2,24/04/2023,15
14.4,58,4.72,0.1,0.0,,6.2,24/04/2023,16
12.1,67,4.51,0.2,0.0,,6.3,24/04/2023,17
13.4,61,4.74,0.0,0.0,,5.9,24/04/2023,18
13.1,57,4.75,0.0,0.0,,4.8,24/04/2023,19
12.0,64,3.57,0.0,0.0,,5.3,24/04/2023,20
10.0,71,2.25,0.0,0.0,,5.1,24/04/2023,21
9.2,83,2.09,2.2,0.0,,6.4,24/04/2023,22
8.7,91,1.25,0.2,0.0,,7.2,24/04/2023,23
8.6,90,2.42,0.2,0.0,,7.0,25/04/2023,0
7.9,90,2.82,0.0,0.0,,6.3,25/04/2023,1
7.6,92,1.73,0.0,0.0,,6.3,25/04/2023,2
6.5,94,1.87,0.0,0.0,,5.6,25/04/2023,3
6.2,93,2.43,0.0,0.0,,5.2,25/04/2023,4
6.0,94,2.73,0.0,0.0,,5.1,25/04/2023,5
6.1,94,2.91,0.0,0.0,,5.2,25/04/2023,6
6.8,93,3.44,0.0,0.0,,5.8,25/04/2023,7
7.2,91,4.0,0.0,0.0,,5.9,25/04/2023,8
7.7,88,3.86,0.0,0.0,,5.8,25/04/2023,9
8.1,77,4.64,0.1,0.0,,4.3,25/04/2023,10
8.8,72,4.78,0.1,0.0,,3.9,25/04/2023,11
9.1,72,3.94,0.1,0.0,,4.2,25/04/2023,12
10.8,63,3.26,0.2,0.0,,4.0,25/04/2023,13
9.9,67,3.03,0.0,0.0,,4.1,25/04/2023,14
10.7,64,2.83,0.0,0.0,,4.2,25/04/2023,15
11.4,58,2.93,0.1,0.0,,3.5,25/04/2023,16
11.2,59,2.67,0.0,0.0,,3.5,25/04/2023,17
11.4,57,2.21,0.0,0.0,,3.2,25/04/2023,18
11.1,57,1.91,0.0,0.0,,2.9,25/04/2023,19
10.4,62,1.5,0.0,0.0,,3.5,25/04/2023,20
7.2,77,2.44,0.0,0.0,,3.5,25/04/2023,21
6.2,81,2.35,0.0,0.0,,3.2,25/04/2023,22
5.1,87,2.45,0.0,0.0,,3.0,25/04/2023,23
5.2,84,2.06,0.0,0.0,,2.7,26/04/2023,0
4.9,83,2.14,0.0,0.0,,2.3,26/04/2023,1
5.3,83,1.88,0.0,0.0,,2.6,26/04/2023,2
4.7,85,2.33,0.0,0.0,,2.5,26/04/2023,3
4.7,84,2.59,0.0,0.0,,2.2,26/04/2023,4
4.6,82,2.51,0.0,0.0,,1.8,26/04/2023,5
4.8,79,2.47,0.0,0.0,,1.5,26/04/2023,6
4.9,78,2.35,0.0,0.0,,1.5,26/04/2023,7
5.3,78,2.16,0.0,0.0,,1.9,26/04/2023,8
6.2,76,2.31,0.0,0.0,,2.3,26/04/2023,9
7.1,75,2.21,0.0,0.0,,3.0,26/04/2023,10
8.0,75,2.24,0.0,0.0,,3.8,26/04/2023,11
9.9,70,2.38,0.0,0.0,,4.8,26/04/2023,12
11.4,64,2.34,0.0,0.0,,4.8,26/04/2023,13
11.4,57,2.35,0.0,0.0,,3.2,26/04/2023,14
11.6,57,1.9,0.0,0.0,,3.5,26/04/2023,15
11.9,59,1.87,0.0,0.0,,4.0,26/04/2023,16
12.0,61,1.9,0.2,0.0,,4.7,26/04/2023,17
11.2,71,1.2,0.2,0.0,,6.2,26/04/2023,18
10.9,76,1.03,0.0,0.0,,6.9,26/04/2023,19
10.6,78,1.36,0.0,0.0,,6.9,26/04/2023,20
10.1,78,1.61,0.0,0.0,,6.4,26/04/2023,21
9.8,80,1.35,0.0,0.0,,6.4,26/04/2023,22
9.4,84,1.14,0.0,0.0,,6.8,26/04/2023,23
9.3,85,1.06,0.0,0.0,,6.8,27/04/2023,0
9.2,85,0.9,0.0,0.0,,6.8,27/04/2023,1
9.4,80,1.71,0.0,0.0,,6.2,27/04/2023,2
9.2,82,1.53,0.0,0.0,,6.2,27/04/2023,3
7.7,86,1.88,0.0,0.0,,5.4,27/04/2023,4
8.2,82,1.61,0.0,0.0,,5.3,27/04/2023,5
7.2,87,1.9,0.0,0.0,,5.2,27/04/2023,6
6.8,89,1.6,0.0,0.0,,5.1,27/04/2023,7
8.2,85,2.66,0.0,0.0,,5.8,27/04/2023,8
9.8,82,2.33,0.0,0.0,,6.8,27/04/2023,9
11.6,77,2.64,0.0,0.0,,7.7,27/04/2023,10
13.6,72,2.82,0.0,0.0,,8.6,27/04/2023,11
15.8,64,3.24,0.0,0.0,,8.9,27/04/2023,12
17.3,61,3.62,0.0,0.0,,9.7,27/04/2023,13
18.0,54,3.01,0.0,0.0,,8.6,27/04/2023,14
18.2,53,3.52,0.0,0.0,,8.6,27/04/2023,15
18.4,54,3.13,0.0,0.0,,8.8,27/04/2023,16
17.9,58,2.94,0.0,0.0,,9.4,27/04/2023,17
16.8,68,2.53,0.2,0.0,,10.9,27/04/2023,18
15.6,79,2.43,0.7,0.0,,12.1,27/04/2023,19
14.7,87,2.6,0.3,0.0,,12.5,27/04/2023,20
14.4,88,3.22,0.3,0.0,,12.4,27/04/2023,21
14.0,91,3.01,0.2,0.0,,12.6,27/04/2023,22
13.8,92,3.01,0.0,0.0,,12.5,27/04/2023,23
13.9,93,2.92,0.1,0.0,,12.9,28/04/2023,0
14.1,93,3.31,0.1,0.0,,13.1,28/04/2023,1
13.8,94,2.86,0.0,0.0,,12.9,28/04/2023,2
14.4,94,2.62,0.7,0.0,,13.4,28/04/2023,3
14.4,92,3.94,4.1,0.0,,13.2,28/04/2023,4
14.2,92,3.45,0.8,0.0,,13.0,28/04/2023,5
14.2,93,3.26,0.0,0.0,,13.1,28/04/2023,6
14.0,93,2.6,0.6,0.0,,12.9,28/04/2023,7
14.4,92,3.31,0.3,0.0,,13.1,28/04/2023,8
15.1,89,3.98,0.3,0.0,,13.2,28/04/2023,9
15.4,88,4.74,0.3,0.0,,13.4,28/04/2023,10
16.9,78,5.2,0.1,0.0,,12.9,28/04/2023,11
17.3,76,5.04,0.1,0.0,,12.9,28/04/2023,12
18.3,71,4.82,0.1,0.0,,12.9,28/04/2023,13
19.4,73,4.4,0.1,0.0,,14.4,28/04/2023,14
20.4,67,4.53,0.0,0.0,,14.1,28/04/2023,15
20.8,63,4.61,0.0,0.0,,13.4,28/04/2023,16
20.8,59,4.81,0.0,0.0,,12.5,28/04/2023,17
20.1,62,4.7,0.0,0.0,,12.7,28/04/2023,18
19.2,65,4.48,0.0,0.0,,12.6,28/04/2023,19
17.2,74,4.44,0.0,0.0,,12.6,28/04/2023,20
15.1,80,3.83,0.0,0.0,,11.7,28/04/2023,21
13.8,83,3.22,0.0,0.0,,10.9,28/04/2023,22
12.8,86,2.86,0.0,0.0,,10.5,28/04/2023,23
11.8,90,2.58,0.0,0.0,,10.2,29/04/2023,0
11.0,93,2.06,0.0,0.0,,9.9,29/04/2023,1
10.2,95,1.91,0.0,0.0,,9.6,29/04/2023,2
9.4,97,1.72,0.0,0.0,,8.9,29/04/2023,3
8.3,98,1.92,0.0,0.0,,8.1,29/04/2023,4
7.8,99,1.86,0.0,0.0,,7.7,29/04/2023,5
7.4,99,1.77,0.0,0.0,,7.3,29/04/2023,6
8.2,99,1.28,0.0,0.0,,8.0,29/04/2023,7
10.1,93,1.73,0.0,0.0,,8.9,29/04/2023,8
10.6,93,1.97,0.0,0.0,,9.6,29/04/2023,9
11.4,91,1.8,0.0,0.0,,10.0,29/04/2023,10
12.6,86,1.94,0.1,0.0,,10.2,29/04/2023,11
13.8,79,2.31,0.1,0.0,,10.2,29/04/2023,12
14.8,72,2.9,0.1,0.0,,9.8,29/04/2023,13
14.4,70,2.9,0.0,0.0,,8.9,29/04/2023,14
15.2,67,3.14,0.1,0.0,,9.2,29/04/2023,15
15.5,66,3.42,0.0,0.0,,9.1,29/04/2023,16
15.7,64,3.62,0.0,0.0,,8.9,29/04/2023,17
15.4,64,3.8,0.0,0.0,,8.6,29/04/2023,18
14.9,64,3.94,0.0,0.0,,8.2,29/04/2023,19
13.9,69,3.22,0.0,0.0,,8.2,29/04/2023,20
12.9,70,2.77,0.0,0.0,,7.7,29/04/2023,21
12.6,71,2.92,0.0,0.0,,7.4,29/04/2023,22
12.1,72,2.62,0.0,0.0,,7.2,29/04/2023,23
11.9,72,2.62,0.0,0.0,,7.1,30/04/2023,0
11.4,74,2.16,0.0,0.0,,6.8,30/04/2023,1
8.4,89,1.72,0.0,0.0,,6.8,30/04/2023,2
7.8,90,2.06,0.0,0.0,,6.3,30/04/2023,3
7.9,89,1.84,0.0,0.0,,6.2,30/04/2023,4
7.3,92,1.68,0.0,0.0,,6.1,30/04/2023,5
7.2,92,1.71,0.0,0.0,,6.1,30/04/2023,6
7.4,91,2.44,0.0,0.0,,6.2,30/04/2023,7
8.4,88,2.72,0.0,0.0,,6.7,30/04/2023,8
10.1,84,2.2,0.0,0.0,,7.4,30/04/2023,9
11.9,79,2.58,0.0,0.0,,8.4,30/04/2023,10
13.9,74,2.92,0.0,0.0,,9.2,30/04/2023,11
15.6,63,3.88,0.0,0.0,,8.6,30/04/2023,12
16.4,56,3.91,0.0,0.0,,7.6,30/04/2023,13
16.8,56,3.08,0.0,0.0,,8.0,30/04/2023,14
17.0,52,2.44,0.0,0.0,,7.0,30/04/2023,15
16.5,53,2.06,0.0,0.0,,6.9,30/04/2023,16
17.1,51,1.41,0.0,0.0,,6.8,30/04/2023,17
16.8,52,1.57,0.0,0.0,,6.8,30/04/2023,18
16.3,55,2.3,0.0,0.0,,7.2,30/04/2023,19
15.5,63,2.19,0.0,0.0,,8.6,30/04/2023,20
13.1,77,2.08,0.0,0.0,,9.2,30/04/2023,21
14.1,68,0.91,0.0,0.0,,8.1,30/04/2023,22
13.4,71,0.95,0.0,0.0,,8.2,30/04/2023,23
11.8,83,1.14,0.0,0.0,,8.9,01/05/2023,0
10.9,85,1.52,0.0,0.0,,8.4,01/05/2023,1
10.7,86,1.79,0.0,0.0,,8.4,01/05/2023,2
10.4,87,1.82,0.0,0.0,,8.4,01/05/2023,3
9.9,89,2.24,0.0,0.0,,8.3,01/05/2023,4
10.2,88,3.35,0.0,0.0,,8.3,01/05/2023,5
9.6,89,3.58,0.0,0.0,,8.0,01/05/2023,6
9.1,89,3.44,0.0,0.0,,7.5,01/05/2023,7
9.7,87,3.0,0.0,0.0,,7.7,01/05/2023,8
11.2,83,3.55,0.0,0.0,,8.5,01/05/2023,9
13.1,78,4.4,0.0,0.0,,9.4,01/05/2023,10
14.2,71,4.33,0.1,0.0,,9.1,01/05/2023,11
14.7,68,4.5,0.2,0.0,,8.9,01/05/2023,12
15.7,64,4.63,0.2,0.0,,8.9,01/05/2023,13
12.7,80,4.25,0.2,0.0,,9.4,01/05/2023,14
13.6,79,4.88,0.9,0.0,,10.0,01/05/2023,15
15.1,75,5.17,0.3,0.0,,10.6,01/05/2023,16
14.8,70,5.17,0.2,0.0,,9.3,01/05/2023,17
15.4,63,4.95,0.0,0.0,,8.4,01/05/2023,18
14.1,74,4.6,0.0,0.0,,9.6,01/05/2023,19
13.8,75,4.11,0.0,0.0,,9.4,01/05/2023,20
12.2,82,2.34,0.0,0.0,,9.2,01/05/2023,21
10.4,90,1.84,0.0,0.0,,8.9,01/05/2023,22
9.4,93,1.91,0.0,0.0,,8.3,01/05/2023,23
8.9,94,1.84,0.0,0.0,,8.0,02/05/2023,0
8.6,94,2.06,0.0,0.0,,7.8,02/05/2023,1
9.3,93,2.11,0.0,0.0,,8.3,02/05/2023,2
8.3,96,1.8,0.0,0.0,,7.8,02/05/2023,3
7.5,98,1.75,0.0,0.0,,7.2,02/05/2023,4
7.0,99,1.8,0.0,0.0,,6.8,02/05/2023,5
6.2,100,2.2,0.0,0.0,,6.1,02/05/2023,6
6.5,100,1.5,0.0,0.0,,6.4,02/05/2023,7
8.4,96,1.53,0.0,0.0,,7.8,02/05/2023,8
10.6,90,0.81,0.0,0.0,,9.0,02/05/2023,9
13.1,80,1.64,0.0,0.0,,9.8,02/05/2023,10
14.9,70,2.06,0.0,0.0,,9.5,02/05/2023,11
15.8,67,2.02,0.1,0.0,,9.6,02/05/2023,12
16.5,63,2.06,0.1,0.0,,9.4,02/05/2023,13
15.7,70,3.0,0.0,0.0,,10.2,02/05/2023,14
16.9,64,3.04,0.1,0.0,,10.0,02/05/2023,15
17.2,60,3.11,0.1,0.0,,9.4,02/05/2023,16
17.2,60,3.42,0.0,0.0,,9.4,02/05/2023,17
17.0,60,4.0,0.0,0.0,,9.3,02/05/2023,18
16.5,60,4.14,0.0,0.0,,8.6,02/05/2023,19
15.5,65,3.42,0.0,0.0,,9.0,02/05/2023,20
13.6,72,2.69,0.0,0.0,,8.6,02/05/2023,21
11.9,77,2.92,0.0,0.0,,8.1,02/05/2023,22
10.9,81,2.95,0.0,0.0,,7.8,02/05/2023,23
9.9,84,2.6,0.0,0.0,,7.3,03/05/2023,0
9.0,85,2.44,0.0,0.0,,6.6,03/05/2023,1
8.9,86,3.0,0.0,0.0,,6.7,03/05/2023,2
8.3,86,2.5,0.0,0.0,,6.2,03/05/2023,3
7.6,87,2.48,0.0,0.0,,5.5,03/05/2023,4
6.8,88,2.33,0.0,0.0,,4.9,03/05/2023,5
6.2,89,2.62,0.0,0.0,,4.4,03/05/2023,6
6.2,87,2.97,0.0,0.0,,4.3,03/05/2023,7
7.8,84,2.98,0.0,0.0,,5.2,03/05/2023,8
9.6,77,3.14,0.0,0.0,,5.8,03/05/2023,9
11.6,72,3.7,0.0,0.0,,6.8,03/05/2023,10
13.7,69,3.71,0.0,0.0,,8.1,03/05/2023,11
15.6,66,4.08,0.0,0.0,,9.3,03/05/2023,12
17.0,62,4.61,0.0,0.0,,9.7,03/05/2023,13
18.5,53,4.85,0.0,0.0,,8.7,03/05/2023,14
19.0,52,5.24,0.0,0.0,,9.0,03/05/2023,15
19.4,51,5.14,0.0,0.0,,8.9,03/05/2023,16
19.5,51,4.96,0.0,0.0,,9.0,03/05/2023,17
19.2,52,4.96,0.0,0.0,,9.1,03/05/2023,18
18.6,54,4.83,0.0,0.0,,9.1,03/05/2023,19
17.4,62,3.73,0.0,0.0,,10.1,03/05/2023,20
15.1,69,3.35,0.0,0.0,,9.5,03/05/2023,21
13.7,73,3.79,0.0,0.0,,8.9,03/05/2023,22
12.9,74,3.85,0.0,0.0,,8.4,03/05/2023,23
12.2,76,3.61,0.0,0.0,,8.2,04/05/2023,0
12.0,78,3.71,0.0,0.0,,8.4,04/05/2023,1
12.2,77,3.41,0.0,0.0,,8.2,04/05/2023,2
11.7,78,3.51,0.0,0.0,,8.1,04/05/2023,3
11.4,79,3.67,0.0,0.0,,7.9,04/05/2023,4
10.8,82,2.85,0.0,0.0,,7.8,04/05/2023,5
10.4,83,3.01,0.0,0.0,,7.7,04/05/2023,6
10.6,82,3.05,0.0,0.0,,7.7,04/05/2023,7
12.2,78,4.2,0.0,0.0,,8.4,04/05/2023,8
14.2,74,3.5,0.0,0.0,,9.6,04/05/2023,9
16.2,70,3.92,0.0,0.0,,10.8,04/05/2023,10
18.0,66,4.1,0.0,0.0,,11.4,04/05/2023,11
19.9,62,3.16,0.0,0.0,,12.4,04/05/2023,12
21.4,59,3.34,0.0,0.0,,12.9,04/05/2023,13
22.4,51,3.72,0.0,0.0,,11.8,04/05/2023,14
20.1,64,3.41,0.3,0.0,,13.2,04/05/2023,15
22.2,58,4.39,0.0,0.0,,13.4,04/05/2023,16
21.8,61,5.86,0.0,0.0,,13.9,04/05/2023,17
21.6,56,5.17,0.0,0.0,,12.6,04/05/2023,18
21.5,58,5.4,0.0,0.0,,12.9,04/05/2023,19
20.0,61,4.34,0.0,0.0,,12.2,04/05/2023,20
18.0,66,3.35,0.0,0.0,,11.6,04/05/2023,21
16.1,73,2.56,0.0,0.0,,11.3,04/05/2023,22
14.9,78,2.64,0.0,0.0,,11.0,04/05/2023,23
14.4,79,3.06,0.0,0.0,,10.8,05/05/2023,0
13.6,82,3.05,0.0,0.0,,10.6,05/05/2023,1
14.0,81,2.91,0.0,0.0,,10.8,05/05/2023,2
13.4,85,2.42,0.0,0.0,,10.9,05/05/2023,3
12.1,91,1.86,0.0,0.0,,10.6,05/05/2023,4
12.0,92,1.77,0.0,0.0,,10.8,05/05/2023,5
12.5,91,1.94,0.0,0.0,,11.0,05/05/2023,6
12.7,89,2.5,0.4,0.0,,10.9,05/05/2023,7
13.0,90,2.77,0.9,0.0,,11.4,05/05/2023,8
13.4,91,2.61,0.3,0.0,,12.0,05/05/2023,9
14.0,90,3.41,0.3,0.0,,12.4,05/05/2023,10
15.1,85,4.16,0.1,0.0,,12.6,05/05/2023,11
16.2,77,3.93,0.0,0.0,,12.2,05/05/2023,12
18.3,61,4.36,0.1,0.0,,10.6,05/05/2023,13
15.1,77,5.19,0.0,0.0,,11.1,05/05/2023,14
16.2,74,2.73,0.0,0.0,,11.6,05/05/2023,15
18.5,67,3.01,0.1,0.0,,12.4,05/05/2023,16
17.1,70,5.05,3.6,0.0,,11.7,05/05/2023,17
17.6,70,2.06,0.0,0.0,,12.1,05/05/2023,18
18.2,62,4.1,0.0,0.0,,10.9,05/05/2023,19
17.0,71,2.52,0.0,0.0,,11.7,05/05/2023,20
15.4,80,1.5,0.0,0.0,,12.0,05/05/2023,21
13.9,87,1.84,0.0,0.0,,11.8,05/05/2023,22
12.9,91,1.94,0.0,0.0,,11.5,05/05/2023,23
12.6,93,1.79,0.0,0.0,,11.4,06/05/2023,0
12.5,92,2.22,0.0,0.0,,11.3,06/05/2023,1
12.6,94,2.14,0.0,0.0,,11.6,06/05/2023,2
12.1,94,2.24,0.2,0.0,,11.1,06/05/2023,3
12.2,93,1.73,0.0,0.0,,11.2,06/05/2023,4
11.4,96,1.7,0.0,0.0,,10.8,06/05/2023,5
11.2,96,1.68,0.0,0.0,,10.6,06/05/2023,6
11.2,97,1.43,0.0,0.0,,10.7,06/05/2023,7
12.4,95,1.82,0.0,0.0,,11.6,06/05/2023,8
13.4,93,1.41,0.2,0.0,,12.4,06/05/2023,9
14.8,90,1.41,0.0,0.0,,13.1,06/05/2023,10
16.6,77,2.28,0.0,0.0,,12.5,06/05/2023,11
17.9,67,3.14,0.0,0.0,,11.8,06/05/2023,12
18.9,61,3.42,0.0,0.0,,11.1,06/05/2023,13
18.6,65,2.7,0.0,0.0,,11.8,06/05/2023,14
17.2,80,1.53,2.6,0.0,,13.8,06/05/2023,15
17.8,77,0.9,1.6,0.0,,13.8,06/05/2023,16
19.1,70,0.51,0.0,0.0,,13.6,06/05/2023,17
19.5,69,1.3,0.1,0.0,,13.7,06/05/2023,18
19.3,69,1.48,0.1,0.0,,13.4,06/05/2023,19
17.8,81,2.8,1.1,0.0,,14.4,06/05/2023,20
16.3,89,2.02,0.0,0.0,,14.4,06/05/2023,21
15.2,91,1.56,0.1,0.0,,13.8,06/05/2023,22
14.6,92,1.17,0.9,0.0,,13.4,06/05/2023,23
14.8,94,0.89,1.1,0.0,,13.8,07/05/2023,0
14.3,95,2.12,1.1,0.0,,13.4,07/05/2023,1
13.8,97,1.08,3.9,0.0,,13.3,07/05/2023,2
13.8,97,1.8,1.8,0.0,,13.2,07/05/2023,3
13.4,97,1.04,0.4,0.0,,12.9,07/05/2023,4
13.5,96,1.36,0.2,0.0,,12.8,07/05/2023,5
13.4,96,1.21,1.2,0.0,,12.8,07/05/2023,6
13.5,97,1.12,0.7,0.0,,13.0,07/05/2023,7
13.6,96,1.71,0.6,0.0,,13.1,07/05/2023,8
14.2,93,1.5,0.2,0.0,,13.1,07/05/2023,9
14.9,92,2.02,0.0,0.0,,13.6,07/05/2023,10
15.4,87,2.26,0.2,0.0,,13.4,07/05/2023,11
16.6,82,2.15,0.0,0.0,,13.6,07/05/2023,12
18.0,79,1.77,0.1,0.0,,14.3,07/05/2023,13
16.0,87,0.94,0.2,0.0,,13.9,07/05/2023,14
17.0,84,1.44,0.4,0.0,,14.1,07/05/2023,15
18.2,79,2.13,0.5,0.0,,14.6,07/05/2023,16
18.1,76,3.49,0.2,0.0,,13.9,07/05/2023,17
16.2,85,4.28,1.3,0.0,,13.6,07/05/2023,18
16.6,83,4.0,0.1,0.0,,13.8,07/05/2023,19
16.4,84,3.35,0.1,0.0,,13.6,07/05/2023,20
15.1,89,2.1,0.0,0.0,,13.3,07/05/2023,21
13.7,93,2.12,0.0,0.0,,12.6,07/05/2023,22
12.8,94,1.84,0.0,0.0,,11.9,07/05/2023,23
11.5,96,1.84,0.0,0.0,,10.9,08/05/2023,0
10.9,98,1.56,0.0,0.0,,10.5,08/05/2023,1
11.4,97,1.72,0.0,0.0,,11.0,08/05/2023,2
10.9,98,1.66,0.0,0.0,,10.6,08/05/2023,3
10.8,98,1.97,0.0,0.0,,10.4,08/05/2023,4
10.7,98,1.68,0.0,0.0,,10.4,08/05/2023,5
10.3,99,1.93,0.0,0.0,,10.1,08/05/2023,6
10.1,99,2.51,0.0,0.0,,9.9,08/05/2023,7
10.2,99,1.88,0.0,0.0,,10.1,08/05/2023,8
10.8,95,2.31,0.0,0.0,,10.1,08/05/2023,9
12.2,88,2.06,0.0,0.0,,10.4,08/05/2023,10
14.4,80,2.35,0.0,0.0,,10.9,08/05/2023,11
16.5,69,2.67,0.0,0.0,,10.8,08/05/2023,12
18.0,66,2.94,0.0,0.0,,11.5,08/05/2023,13
17.5,71,1.51,0.0,0.0,,12.1,08/05/2023,14
18.1,67,1.81,0.1,0.0,,11.9,08/05/2023,15
18.6,65,2.61,0.0,0.0,,11.9,08/05/2023,16
18.5,66,2.82,0.0,0.0,,12.0,08/05/2023,17
18.5,66,2.77,0.0,0.0,,12.0,08/05/2023,18
18.1,68,2.33,0.0,0.0,,12.2,08/05/2023,19
17.5,74,1.78,0.0,0.0,,12.9,08/05/2023,20
16.5,79,1.86,0.0,0.0,,12.8,08/05/2023,21
15.4,84,1.58,0.0,0.0,,12.6,08/05/2023,22
14.4,87,2.06,0.0,0.0,,12.2,08/05/2023,23
14.1,86,1.98,0.0,0.0,,11.8,09/05/2023,0
13.6,85,1.88,0.0,0.0,,11.1,09/05/2023,1
14.2,82,2.24,0.0,0.0,,11.1,09/05/2023,2
14.2,84,2.33,0.4,0.0,,11.4,09/05/2023,3
13.9,87,2.65,0.5,0.0,,11.9,09/05/2023,4
13.8,90,2.96,0.4,0.0,,12.2,09/05/2023,5
13.6,91,3.11,0.4,0.0,,12.1,09/05/2023,6
13.3,92,3.13,0.6,0.0,,11.9,09/05/2023,7
13.2,92,3.21,1.0,0.0,,11.9,09/05/2023,8
13.4,92,3.63,1.1,0.0,,12.1,09/05/2023,9
13.8,91,3.79,0.7,0.0,,12.4,09/05/2023,10
13.9,91,3.69,1.5,0.0,,12.4,09/05/2023,11
13.9,90,3.61,2.3,0.0,,12.4,09/05/2023,12
14.1,90,4.04,2.2,0.0,,12.4,09/05/2023,13
