DATE,HOUR,RENTED_BIKE_COUNT
25/09/2019,5,154
25/09/2019,6,577
25/09/2019,7,1494
25/09/2019,8,1794
25/09/2019,9,758
25/09/2019,10,464
25/09/2019,11,617
25/09/2019,12,726
25/09/2019,13,707
25/09/2019,14,698
25/09/2019,15,956
25/09/2019,16,2116
25/09/2019,17,2786
25/09/2019,18,1675
25/09/2019,19,996
25/09/2019,20,607
25/09/2019,21,497
25/09/2019,22,352
25/09/2019,23,176
25/09/2020,0,129
25/09/2020,1,83
25/09/2020,2,35
25/09/2020,3,27
25/09/2020,4,36
25/09/2020,5,127
25/09/2020,6,415
25/09/2020,7,772
25/09/2020,8,876
25/09/2020,9,687
25/09/2020,10,734
25/09/2020,11,960
25/09/2020,12,1270
25/09/2020,13,1235
25/09/2020,14,1397
25/09/2020,15,1685
25/09/2020,16,2047
25/09/2020,17,2640
25/09/2020,18,2461
25/09/2020,19,1606
25/09/2020,20,1035
25/09/2020,21,775
25/09/2020,22,871
25/09/2020,23,868
25/09/2021,0,357
25/09/2021,1,322
25/09/2021,2,217
25/09/2021,3,117
25/09/2021,4,79
25/09/2021,5,119
25/09/2021,6,265
25/09/2021,7,528
25/09/2021,8,1144
25/09/2021,9,1487
25/09/2021,10,1827
25/09/2021,11,1939
25/09/2021,12,2185
25/09/2021,13,2213
25/09/2021,14,2250
25/09/2021,15,2487
25/09/2021,16,2391
25/09/2021,17,2515
25/09/2021,18,2143
25/09/2021,19,1769
25/09/2021,20,1143
25/09/2021,21,987
25/09/2021,22,989
25/09/2021,23,1000
25/09/2022,0,396
25/09/2022,1,339
25/09/2022,2,272
25/09/2022,3,158
25/09/2022,4,109
25/09/2022,5,135
25/09/2022,6,226
25/09/2022,7,410
25/09/2022,8,621
25/09/2022,9,905
25/09/2022,10,1361
25/09/2022,11,1675
25/09/2022,12,1442
25/09/2022,13,1477
25/09/2022,14,1485
25/09/2022,15,1921
25/09/2022,16,1489
25/09/2022,17,1364
25/09/2022,18,1371
25/09/2022,19,888
25/09/2022,20,442
25/09/2022,21,289
25/09/2022,22,274
25/09/2022,23,191
25/10/2019,0,64
25/10/2019,1,39
25/10/2019,2,20
25/10/2019,3,14
25/10/2019,4,16
25/10/2019,5,166
25/10/2019,6,425
25/10/2019,7,968
25/10/2019,8,1348
25/10/2019,9,548
25/10/2019,10,394
25/10/2019,11,463
25/10/2019,12,573
25/10/2019,13,591
25/10/2019,14,620
25/10/2019,15,785
25/10/2019,16,1403
25/10/2019,17,1476
25/10/2019,18,801
25/10/2019,19,432
25/10/2019,20,257
25/10/2019,21,191
25/10/2019,22,199
25/10/2019,23,117
25/10/2020,0,167
25/10/2020,1,52
25/10/2020,2,46
25/10/2020,3,36
25/10/2020,4,29
25/10/2020,5,18
25/10/2020,6,75
25/10/2020,7,116
25/10/2020,8,189
25/10/2020,9,402
25/10/2020,10,605
25/10/2020,11,868
25/10/2020,12,753
25/10/2020,13,811
25/10/2020,14,770
25/10/2020,15,832
25/10/2020,16,735
25/10/2020,17,634
25/10/2020,18,522
25/10/2020,19,340
25/10/2020,20,242
25/10/2020,21,183
25/10/2020,22,118
25/10/2020,23,84
25/10/2021,0,20
25/10/2021,1,16
25/10/2021,2,17
25/10/2021,3,13
25/10/2021,4,23
25/10/2021,5,72
25/10/2021,6,73
25/10/2021,7,134
25/10/2021,8,191
25/10/2021,9,202
25/10/2021,10,295
25/10/2021,11,362
25/10/2021,12,438
25/10/2021,13,313
25/10/2021,14,442
25/10/2021,15,651
25/10/2021,16,1047
25/10/2021,17,1503
25/10/2021,18,1228
25/10/2021,19,798
25/10/2021,20,596
25/10/2021,21,446
25/10/2021,22,304
25/10/2021,23,202
25/10/2022,0,175
25/10/2022,1,89
25/10/2022,2,59
25/10/2022,3,33
25/10/2022,4,43
25/10/2022,5,191
25/10/2022,6,544
25/10/2022,7,859
25/10/2022,8,653
25/10/2022,9,371
25/10/2022,10,302
25/10/2022,11,296
25/10/2022,12,398
25/10/2022,13,287
25/10/2022,14,251
25/10/2022,15,252
25/10/2022,16,466
25/10/2022,17,608
25/10/2022,18,426
25/10/2022,19,418
25/10/2022,20,361
25/10/2022,21,400
25/10/2022,22,335
25/10/2022,23,185
25/11/2019,0,23
25/11/2019,1,9
25/11/2019,2,6
25/11/2019,3,6
25/11/2019,4,14
25/11/2019,5,115
25/11/2019,6,340
25/11/2019,7,791
25/11/2019,8,1081
25/11/2019,9,400
25/11/2019,10,217
25/11/2019,11,290
25/11/2019,12,335
25/11/2019,13,353
25/11/2019,14,366
25/11/2019,15,490
25/11/2019,16,1016
25/11/2019,17,1352
25/11/2019,18,768
25/11/2019,19,473
25/11/2019,20,287
25/11/2019,21,188
25/11/2019,22,92
25/11/2019,23,62
25/11/2020,0,32
25/11/2020,1,18
25/11/2020,2,10
25/11/2020,3,13
25/11/2020,4,21
25/11/2020,5,47
25/11/2020,6,127
25/11/2020,7,208
25/11/2020,8,224
25/11/2020,9,126
25/11/2020,10,81
25/11/2020,11,105
25/11/2020,12,101
25/11/2020,13,151
25/11/2020,14,236
25/11/2020,15,313
25/11/2020,16,320
25/11/2020,17,338
25/11/2020,18,291
25/11/2020,19,211
25/11/2020,20,103
25/11/2020,21,64
25/11/2020,22,69
25/11/2020,23,53
25/11/2021,0,111
25/11/2021,1,154
25/11/2021,2,138
25/11/2021,3,70
25/11/2021,4,47
25/11/2021,5,43
25/11/2021,6,69
25/11/2021,7,127
25/11/2021,8,212
25/11/2021,9,248
25/11/2021,10,399
25/11/2021,11,390
25/11/2021,12,382
25/11/2021,13,289
25/11/2021,14,278
25/11/2021,15,262
25/11/2021,16,220
25/11/2021,17,151
25/11/2021,18,108
25/11/2021,19,124
25/11/2021,20,125
25/11/2021,21,86
25/11/2021,22,92
25/11/2021,23,66
25/11/2022,0,49
25/11/2022,1,31
25/11/2022,2,22
25/11/2022,3,27
25/11/2022,4,32
25/11/2022,5,56
25/11/2022,6,101
25/11/2022,7,169
25/11/2022,8,161
25/11/2022,9,274
25/11/2022,10,405
25/11/2022,11,553
25/11/2022,12,752
25/11/2022,13,654
25/11/2022,14,615
25/11/2022,15,805
25/11/2022,16,658
25/11/2022,17,557
25/11/2022,18,435
25/11/2022,19,381
25/11/2022,20,278
25/11/2022,21,234
25/11/2022,22,227
25/11/2022,23,204
25/12/2019,0,15
25/12/2019,1,10
25/12/2019,2,7
25/12/2019,3,2
25/12/2019,4,1
25/12/2019,5,6
25/12/2019,6,20
25/12/2019,7,25
25/12/2019,8,46
25/12/2019,9,92
25/12/2019,10,137
25/12/2019,11,162
25/12/2019,12,208
25/12/2019,13,268
25/12/2019,14,305
25/12/2019,15,298
25/12/2019,16,237
25/12/2019,17,128
25/12/2019,18,96
25/12/2019,19,88
25/12/2019,20,93
25/12/2019,21,66
25/12/2019,22,55
25/12/2019,23,55
25/12/2020,0,14
25/12/2020,1,9
25/12/2020,2,5
25/12/2020,3,1
25/12/2020,4,2
25/12/2020,5,7
25/12/2020,6,20
25/12/2020,7,27
25/12/2020,8,25
25/12/2020,9,38
25/12/2020,10,42
25/12/2020,11,50
25/12/2020,12,55
25/12/2020,13,80
25/12/2020,14,90
25/12/2020,15,99
25/12/2020,16,80
25/12/2020,17,60
25/12/2020,18,30
25/12/2020,19,32
25/12/2020,20,32
25/12/2020,21,29
25/12/2020,22,23
25/12/2020,23,14
25/12/2021,0,56
25/12/2021,1,30
25/12/2021,2,29
25/12/2021,3,8
25/12/2021,4,15
25/12/2021,5,14
25/12/2021,6,38
25/12/2021,7,51
25/12/2021,8,68
25/12/2021,9,73
25/12/2021,10,164
25/12/2021,11,187
25/12/2021,12,263
25/12/2021,13,286
25/12/2021,14,382
25/12/2021,15,393
25/12/2021,16,299
25/12/2021,17,158
25/12/2021,18,127
25/12/2021,19,104
25/12/2021,20,90
25/12/2021,21,100
25/12/2021,22,77
25/12/2021,23,51
25/12/2022,0,7
25/12/2022,1,8
25/12/2022,2,3
25/12/2022,3,6
25/12/2022,4,4
25/12/2022,5,4
