temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,snowfall,dew_point_2m,DATE,HOUR,SOLAR_RADIATION,VISIBILITY
-7.3,60,2.56,0.0,0.0,-13.7,19/01/2023,7,0.0,2000
-6.6,54,2.06,0.0,0.0,-14.4,19/01/2023,8,0.0,2000
-5.9,57,1.75,0.0,0.0,-12.9,19/01/2023,9,0.26,2000
-2.9,46,2.26,0.0,0.0,-13.0,19/01/2023,10,0.67,2000
-0.6,41,1.84,0.0,0.0,-12.1,19/01/2023,11,1.07,2000
1.4,41,2.42,0.0,0.0,-10.4,19/01/2023,12,1.37,2000
2.8,40,3.94,0.0,0.0,-9.3,19/01/2023,13,1.67,2000
3.2,43,5.11,0.0,0.0,-8.2,19/01/2023,14,1.4,2000
3.5,42,5.19,0.0,0.0,-8.1,19/01/2023,15,1.23,2000
2.8,51,4.08,0.0,0.0,-6.3,19/01/2023,16,0.45,2000
1.9,62,3.76,0.0,0.0,-4.7,19/01/2023,17,0.13,2000
0.9,69,3.73,0.0,0.0,-4.1,19/01/2023,18,0.03,2000
0.4,76,3.81,0.0,0.0,-3.4,19/01/2023,19,0.0,2000
-0.4,80,3.71,0.0,0.0,-3.5,19/01/2023,20,0.0,2000
-0.6,81,3.7,0.0,0.0,-3.5,19/01/2023,21,0.0,2000
-0.2,78,3.41,0.7,0.49,-3.5,19/01/2023,22,0.0,2000
-0.2,77,3.59,0.6,0.42,-3.7,19/01/2023,23,0.0,2000
0.4,86,3.84,0.3,0.21,-1.6,20/01/2023,0,0.0,2000
1.5,85,4.95,0.1,0.07,-0.8,20/01/2023,1,0.0,2000
0.8,83,5.54,0.0,0.0,-1.8,20/01/2023,2,0.0,2000
-0.3,85,5.39,0.0,0.0,-2.5,20/01/2023,3,0.0,2000
-1.3,84,4.63,0.0,0.0,-3.7,20/01/2023,4,0.0,2000
-2.0,82,5.35,0.0,0.0,-4.6,20/01/2023,5,0.0,2000
-3.1,80,6.13,0.0,0.0,-6.1,20/01/2023,6,0.0,2000
-4.7,70,6.13,0.0,0.0,-9.3,20/01/2023,7,0.0,2000
-5.7,65,6.35,0.0,0.0,-11.1,20/01/2023,8,0.0,2000
-5.9,60,7.03,0.0,0.0,-12.4,20/01/2023,9,0.32,2000
-5.2,42,7.12,0.0,0.0,-16.1,20/01/2023,10,0.91,2000
-5.0,33,7.03,0.0,0.0,-18.6,20/01/2023,11,1.48,2000
-4.3,32,7.31,0.0,0.0,-18.6,20/01/2023,12,1.87,2000
-4.1,33,7.14,0.0,0.0,-18.0,20/01/2023,13,2.03,2000
-4.0,32,6.53,0.0,0.0,-18.1,20/01/2023,14,1.97,2000
-4.1,32,5.69,0.0,0.0,-18.3,20/01/2023,15,1.67,2000
-4.5,32,5.14,0.0,0.0,-18.8,20/01/2023,16,1.19,2000
-5.4,37,4.34,0.0,0.0,-18.0,20/01/2023,17,0.58,2000
-6.9,39,3.48,0.0,0.0,-18.5,20/01/2023,18,0.08,2000
-7.6,40,3.26,0.0,0.0,-18.8,20/01/2023,19,0.0,2000
-8.1,42,3.08,0.0,0.0,-19.0,20/01/2023,20,0.0,2000
-10.1,59,3.23,0.0,0.0,-16.6,20/01/2023,21,0.0,2000
-8.1,46,2.38,0.0,0.0,-17.6,20/01/2023,22,0.0,2000
-8.7,47,2.33,0.0,0.0,-18.0,20/01/2023,23,0.0,2000
-9.1,48,2.13,0.0,0.0,-18.0,21/01/2023,0,0.0,2000
-9.4,50,2.05,0.0,0.0,-17.9,21/01/2023,1,0.0,2000
-9.9,52,2.06,0.0,0.0,-17.9,21/01/2023,2,0.0,2000
-10.3,54,2.2,0.0,0.0,-17.8,21/01/2023,3,0.0,2000
-10.6,55,1.91,0.0,0.0,-17.8,21/01/2023,4,0.0,2000
-10.9,56,1.0,0.0,0.0,-17.9,21/01/2023,5,0.0,2000
-11.1,57,0.92,0.0,0.0,-17.9,21/01/2023,6,0.0,2000
-11.2,57,0.76,0.0,0.0,-18.1,21/01/2023,7,0.0,2000
-11.1,55,0.57,0.0,0.0,-18.4,21/01/2023,8,0.01,2000
-12.1,53,1.08,0.0,0.0,-19.8,21/01/2023,9,0.32,2000
-8.9,40,2.33,0.0,0.0,-20.2,21/01/2023,10,0.93,2000
-6.9,32,2.41,0.0,0.0,-21.0,21/01/2023,11,1.47,2000
-5.1,24,2.1,0.0,0.0,-22.4,21/01/2023,12,1.84,2000
-3.4,22,1.4,0.0,0.0,-22.2,21/01/2023,13,2.0,2000
-2.2,26,0.54,0.0,0.0,-19.4,21/01/2023,14,1.92,2000
-1.6,28,0.54,0.0,0.0,-17.6,21/01/2023,15,1.63,2000
-1.5,31,0.51,0.0,0.0,-16.5,21/01/2023,16,1.16,2000
-2.4,35,0.8,0.0,0.0,-15.9,21/01/2023,17,0.57,2000
-5.8,45,1.93,0.0,0.0,-15.8,21/01/2023,18,0.08,2000
-5.9,47,1.91,0.0,0.0,-15.6,21/01/2023,19,0.0,2000
-5.7,46,1.7,0.0,0.0,-15.4,21/01/2023,20,0.0,2000
-8.4,61,2.8,0.0,0.0,-14.6,21/01/2023,21,0.0,2000
-6.4,54,2.91,0.0,0.0,-14.1,21/01/2023,22,0.0,2000
-6.4,56,2.82,0.0,0.0,-13.8,21/01/2023,23,0.0,2000
-6.2,55,3.41,0.0,0.0,-13.8,22/01/2023,0,0.0,2000
-5.8,55,3.11,0.0,0.0,-13.5,22/01/2023,1,0.0,2000
-5.3,54,2.62,0.0,0.0,-13.3,22/01/2023,2,0.0,2000
-5.1,53,2.38,0.0,0.0,-13.1,22/01/2023,3,0.0,2000
-5.1,53,2.6,0.0,0.0,-13.1,22/01/2023,4,0.0,2000
-5.0,55,3.21,0.0,0.0,-12.6,22/01/2023,5,0.0,2000
-4.9,59,3.31,0.0,0.0,-11.8,22/01/2023,6,0.0,2000
-4.6,60,3.0,0.0,0.0,-11.2,22/01/2023,7,0.0,2000
-4.2,60,2.82,0.1,0.07,-10.9,22/01/2023,8,0.0,2000
-4.8,57,3.01,0.1,0.07,-12.0,22/01/2023,9,0.15,2000
-3.0,48,2.62,0.1,0.07,-12.5,22/01/2023,10,0.44,2000
-1.9,47,2.84,0.1,0.07,-11.6,22/01/2023,11,0.66,2000
-0.4,46,2.62,0.1,0.07,-10.5,22/01/2023,12,1.01,2000
0.6,47,2.55,0.1,0.07,-9.5,22/01/2023,13,1.0,2000
1.8,45,2.5,0.0,0.0,-9.0,22/01/2023,14,1.26,2000
2.3,43,2.43,0.0,0.0,-8.9,22/01/2023,15,1.19,2000
2.5,43,1.92,0.0,0.0,-8.9,22/01/2023,16,0.93,2000
0.9,49,1.34,0.0,0.0,-8.6,22/01/2023,17,0.47,2000
-2.0,62,2.21,0.0,0.0,-8.4,22/01/2023,18,0.07,2000
-1.2,58,2.12,0.0,0.0,-8.4,22/01/2023,19,0.0,2000
-1.1,58,1.63,0.0,0.0,-8.3,22/01/2023,20,0.0,2000
-3.8,73,2.12,0.0,0.0,-7.9,22/01/2023,21,0.0,2000
-2.0,67,2.52,0.0,0.0,-7.3,22/01/2023,22,0.0,2000
-4.2,80,1.52,0.0,0.0,-7.2,22/01/2023,23,0.0,2000
-5.1,85,1.99,0.0,0.0,-7.2,23/01/2023,0,0.0,2000
-5.2,86,1.61,0.0,0.0,-7.3,23/01/2023,1,0.0,2000
-4.4,79,1.51,0.0,0.0,-7.5,23/01/2023,2,0.0,2000
-3.5,75,1.48,0.0,0.0,-7.2,23/01/2023,3,0.0,2000
-3.7,77,1.65,0.0,0.0,-7.1,23/01/2023,4,0.0,2000
-4.6,81,1.97,0.0,0.0,-7.3,23/01/2023,5,0.0,2000
-3.8,78,1.52,0.0,0.0,-7.2,23/01/2023,6,0.0,2000
-3.0,76,1.25,0.0,0.0,-6.7,23/01/2023,7,0.0,2000
-2.6,74,1.0,0.0,0.0,-6.6,23/01/2023,8,0.0,2000
-1.1,72,0.91,0.0,0.0,-5.4,23/01/2023,9,0.32,2000
0.2,68,0.0,0.0,0.0,-5.0,23/01/2023,10,0.7,2000
1.7,63,0.61,0.0,0.0,-4.7,23/01/2023,11,1.34,2000
3.3,55,2.4,0.0,0.0,-4.9,23/01/2023,12,1.81,2000
4.1,45,3.49,0.0,0.0,-6.7,23/01/2023,13,1.98,2000
3.7,44,4.04,0.0,0.0,-7.3,23/01/2023,14,1.82,2000
2.8,52,4.46,0.0,0.0,-6.2,23/01/2023,15,1.51,2000
1.8,53,4.53,0.0,0.0,-6.7,23/01/2023,16,0.96,2000
0.3,58,5.23,0.0,0.0,-7.1,23/01/2023,17,0.44,2000
-1.6,56,5.11,0.0,0.0,-9.3,23/01/2023,18,0.06,2000
-3.0,50,5.23,0.0,0.0,-12.0,23/01/2023,19,0.0,2000
-4.9,49,5.45,0.0,0.0,-14.0,23/01/2023,20,0.0,2000
-5.6,60,5.62,0.0,0.0,-12.1,23/01/2023,21,0.0,2000
-6.8,54,6.16,0.0,0.0,-14.6,23/01/2023,22,0.0,2000
-8.1,50,6.5,0.0,0.0,-16.7,23/01/2023,23,0.0,2000
-8.9,48,6.58,0.0,0.0,-18.0,24/01/2023,0,0.0,2000
-10.0,49,6.86,0.0,0.0,-18.8,24/01/2023,1,0.0,2000
-11.5,42,6.93,0.0,0.0,-21.9,24/01/2023,2,0.0,2000
-13.1,41,7.05,0.0,0.0,-23.8,24/01/2023,3,0.0,2000
-14.7,42,7.46,0.0,0.0,-24.7,24/01/2023,4,0.0,2000
-15.8,43,6.93,0.0,0.0,-25.6,24/01/2023,5,0.0,2000
-16.6,41,6.91,0.0,0.0,-26.8,24/01/2023,6,0.0,2000
-17.4,37,6.86,0.0,0.0,-28.5,24/01/2023,7,0.0,2000
-17.8,34,6.26,0.0,0.0,-29.9,24/01/2023,8,0.01,2000
-18.1,37,5.56,0.0,0.0,-29.4,24/01/2023,9,0.35,2000
-16.6,35,6.18,0.0,0.0,-28.6,24/01/2023,10,0.97,2000
-15.8,33,6.82,0.0,0.0,-28.4,24/01/2023,11,1.54,2000
-14.6,33,8.28,0.0,0.0,-27.5,24/01/2023,12,1.93,2000
-14.1,32,7.93,0.0,0.0,-27.1,24/01/2023,13,2.1,2000
-13.3,26,7.82,0.0,0.0,-28.6,24/01/2023,14,2.04,2000
-12.9,27,7.52,0.0,0.0,-28.2,24/01/2023,15,1.75,2000
-13.1,28,7.22,0.0,0.0,-27.9,24/01/2023,16,1.25,2000
-13.9,30,6.77,0.0,0.0,-27.6,24/01/2023,17,0.64,2000
-14.8,37,6.16,0.0,0.0,-26.1,24/01/2023,18,0.1,2000
-15.2,37,6.13,0.0,0.0,-26.8,24/01/2023,19,0.0,2000
-15.6,35,5.77,0.0,0.0,-27.5,24/01/2023,20,0.0,2000
-18.4,50,3.72,0.0,0.0,-26.2,24/01/2023,21,0.0,2000
-18.0,50,4.09,0.0,0.0,-26.0,24/01/2023,22,0.0,2000
-17.8,49,4.05,0.0,0.0,-26.0,24/01/2023,23,0.0,2000
-17.5,43,3.83,0.0,0.0,-27.1,25/01/2023,0,0.0,2000
-17.4,37,3.79,0.0,0.0,-28.6,25/01/2023,1,0.0,2000
-17.1,32,3.86,0.0,0.0,-29.9,25/01/2023,2,0.0,2000
-17.0,31,3.77,0.0,0.0,-30.4,25/01/2023,3,0.0,2000
-17.0,30,3.52,0.0,0.0,-30.5,25/01/2023,4,0.0,2000
-17.0,29,3.32,0.0,0.0,-30.7,25/01/2023,5,0.0,2000
-16.8,28,3.1,0.0,0.0,-30.9,25/01/2023,6,0.0,2000
-16.6,27,2.73,0.0,0.0,-31.1,25/01/2023,7,0.0,2000
-16.5,26,2.24,0.0,0.0,-31.5,25/01/2023,8,0.01,2000
-18.5,40,1.35,0.0,0.0,-28.6,25/01/2023,9,0.35,2000
-16.5,33,0.92,0.0,0.0,-29.2,25/01/2023,10,0.97,2000
-14.6,28,0.41,0.0,0.0,-29.2,25/01/2023,11,1.53,2000
-12.8,25,0.41,0.0,0.0,-28.9,25/01/2023,12,1.92,2000
-11.0,22,1.22,0.0,0.0,-28.6,25/01/2023,13,2.09,2000
-9.4,20,1.43,0.0,0.0,-28.5,25/01/2023,14,2.03,2000
-8.4,19,1.61,0.0,0.0,-27.8,25/01/2023,15,1.73,2000
-8.1,22,1.9,0.0,0.0,-26.0,25/01/2023,16,1.25,2000
-8.3,29,2.02,0.0,0.0,-23.4,25/01/2023,17,0.64,2000
-10.2,40,1.48,0.0,0.0,-21.4,25/01/2023,18,0.1,2000
-10.4,43,1.4,0.0,0.0,-20.5,25/01/2023,19,0.0,2000
-10.4,48,2.19,0.0,0.0,-19.3,25/01/2023,20,0.0,2000
-9.3,46,1.42,0.0,0.0,-18.9,25/01/2023,21,0.0,2000
-9.1,41,2.83,0.0,0.0,-19.9,25/01/2023,22,0.0,2000
-9.1,38,2.1,0.0,0.0,-20.8,25/01/2023,23,0.0,2000
-8.6,38,2.1,0.0,0.0,-20.4,26/01/2023,0,0.0,2000
-8.2,39,2.2,0.0,0.0,-19.6,26/01/2023,1,0.0,2000
-7.7,44,2.7,0.0,0.0,-17.8,26/01/2023,2,0.0,2000
-7.3,51,2.44,0.1,0.07,-15.8,26/01/2023,3,0.0,2000
-7.2,54,2.28,0.1,0.07,-14.9,26/01/2023,4,0.0,2000
-7.2,57,2.92,0.1,0.07,-14.2,26/01/2023,5,0.0,2000
-7.1,59,3.2,0.1,0.07,-13.7,26/01/2023,6,0.0,2000
-6.8,61,2.69,0.1,0.07,-13.1,26/01/2023,7,0.0,2000
-6.7,64,2.42,0.2,0.14,-12.3,26/01/2023,8,0.0,2000
-8.4,76,2.7,0.1,0.07,-11.9,26/01/2023,9,0.09,2000
-7.5,72,2.92,0.2,0.14,-11.6,26/01/2023,10,0.2,2000
-6.1,68,2.41,0.1,0.07,-11.1,26/01/2023,11,0.55,2000
-4.8,65,2.02,0.0,0.0,-10.4,26/01/2023,12,0.64,2000
-3.7,64,1.3,0.0,0.0,-9.4,26/01/2023,13,0.83,2000
-2.8,64,0.9,0.0,0.0,-8.8,26/01/2023,14,1.0,2000
-2.2,62,1.0,0.0,0.0,-8.6,26/01/2023,15,1.1,2000
-2.0,60,0.45,0.0,0.0,-8.8,26/01/2023,16,0.89,2000
-2.1,60,0.2,0.0,0.0,-8.9,26/01/2023,17,0.44,2000
-2.5,62,0.14,0.0,0.0,-8.9,26/01/2023,18,0.06,2000
-4.1,69,1.43,0.0,0.0,-9.0,26/01/2023,19,0.0,2000
-4.1,67,1.41,0.0,0.0,-9.2,26/01/2023,20,0.0,2000
-7.2,82,2.38,0.0,0.0,-9.8,26/01/2023,21,0.0,2000
-10.0,78,3.05,0.0,0.0,-13.1,26/01/2023,22,0.0,2000
-10.3,72,3.04,0.0,0.0,-14.3,26/01/2023,23,0.0,2000
-13.0,75,3.72,0.0,0.0,-16.5,27/01/2023,0,0.0,2000
-13.2,75,3.47,0.0,0.0,-16.7,27/01/2023,1,0.0,2000
-14.8,79,3.76,0.0,0.0,-17.6,27/01/2023,2,0.0,2000
-14.6,81,3.52,0.0,0.0,-17.2,27/01/2023,3,0.0,2000
-13.9,84,3.28,0.0,0.0,-16.1,27/01/2023,4,0.0,2000
-15.8,91,3.64,0.0,0.0,-16.9,27/01/2023,5,0.0,2000
-13.7,88,2.72,0.0,0.0,-15.3,27/01/2023,6,0.0,2000
-12.3,73,3.29,0.0,0.0,-16.1,27/01/2023,7,0.0,2000
-12.7,70,3.55,0.0,0.0,-17.0,27/01/2023,8,0.01,2000
-11.2,69,2.62,0.0,0.0,-15.8,27/01/2023,9,0.37,2000
-8.6,50,5.12,0.0,0.0,-17.2,27/01/2023,10,1.0,2000
-7.4,39,5.96,0.0,0.0,-19.0,27/01/2023,11,1.56,2000
-6.3,32,6.8,0.0,0.0,-20.3,27/01/2023,12,1.95,2000
-5.5,27,7.2,0.0,0.0,-21.5,27/01/2023,13,2.13,2000
-5.1,27,7.28,0.0,0.0,-21.4,27/01/2023,14,2.07,2000
-5.2,26,7.05,0.0,0.0,-21.6,27/01/2023,15,1.78,2000
-5.7,27,6.88,0.0,0.0,-21.6,27/01/2023,16,1.29,2000
-6.8,34,5.99,0.0,0.0,-20.0,27/01/2023,17,0.67,2000
-8.2,41,5.46,0.0,0.0,-19.2,27/01/2023,18,0.12,2000
-9.1,47,5.12,0.0,0.0,-18.4,27/01/2023,19,0.0,2000
-9.6,49,4.49,0.0,0.0,-18.2,27/01/2023,20,0.0,2000
-10.5,55,3.53,0.0,0.0,-17.9,27/01/2023,21,0.0,2000
-10.1,54,4.34,0.0,0.0,-17.7,27/01/2023,22,0.0,2000
-10.2,53,4.3,0.0,0.0,-18.0,27/01/2023,23,0.0,2000
-10.4,52,4.12,0.0,0.0,-18.5,28/01/2023,0,0.0,2000
-10.5,50,3.94,0.0,0.0,-18.9,28/01/2023,1,0.0,2000
-10.6,49,3.89,0.0,0.0,-19.2,28/01/2023,2,0.0,2000
-10.7,49,4.13,0.0,0.0,-19.5,28/01/2023,3,0.0,2000
-10.9,48,4.38,0.0,0.0,-19.7,28/01/2023,4,0.0,2000
-11.1,48,4.61,0.0,0.0,-20.0,28/01/2023,5,0.0,2000
-11.1,45,3.45,0.0,0.0,-20.6,28/01/2023,6,0.0,2000
-11.2,43,2.12,0.0,0.0,-21.5,28/01/2023,7,0.0,2000
-10.9,39,1.0,0.0,0.0,-22.1,28/01/2023,8,0.01,2000
-12.1,52,2.31,0.0,0.0,-20.0,28/01/2023,9,0.32,2000
-9.9,41,1.36,0.0,0.0,-20.7,28/01/2023,10,0.95,2000
-8.8,37,0.32,0.0,0.0,-21.0,28/01/2023,11,0.62,2000
-5.8,28,1.39,0.0,0.0,-21.3,28/01/2023,12,1.86,2000
-3.8,29,3.23,0.0,0.0,-19.3,28/01/2023,13,2.04,2000
-3.0,42,4.49,0.0,0.0,-14.3,28/01/2023,14,2.01,2000
-2.5,47,5.7,0.0,0.0,-12.2,28/01/2023,15,1.75,2000
-2.5,50,5.26,0.0,0.0,-11.4,28/01/2023,16,1.21,2000
-3.2,53,4.27,0.0,0.0,-11.5,28/01/2023,17,0.53,2000
-5.1,62,2.62,0.0,0.0,-11.4,28/01/2023,18,0.11,2000
-6.0,67,3.04,0.0,0.0,-11.2,28/01/2023,19,0.0,2000
-6.2,64,3.45,0.0,0.0,-11.9,28/01/2023,20,0.0,2000
-8.0,76,2.42,0.0,0.0,-11.5,28/01/2023,21,0.0,2000
-6.8,60,3.54,0.0,0.0,-13.4,28/01/2023,22,0.0,2000
-7.3,58,3.26,0.0,0.0,-14.1,28/01/2023,23,0.0,2000
-7.7,57,2.62,0.0,0.0,-14.7,29/01/2023,0,0.0,2000
-8.1,58,1.46,0.0,0.0,-15.0,29/01/2023,1,0.0,2000
-8.6,59,0.98,0.0,0.0,-15.1,29/01/2023,2,0.0,2000
-8.9,61,0.73,0.0,0.0,-15.1,29/01/2023,3,0.0,2000
-9.2,61,0.58,0.0,0.0,-15.3,29/01/2023,4,0.0,2000
-9.4,60,0.94,0.0,0.0,-15.8,29/01/2023,5,0.0,2000
-9.2,56,1.32,0.0,0.0,-16.3,29/01/2023,6,0.0,2000
-9.1,54,2.24,0.0,0.0,-16.8,29/01/2023,7,0.0,2000
-9.0,53,2.97,0.0,0.0,-16.9,29/01/2023,8,0.01,2000
-9.6,66,3.2,0.0,0.0,-14.8,29/01/2023,9,0.35,2000
-7.3,60,2.84,0.0,0.0,-13.8,29/01/2023,10,0.36,2000
-4.4,54,3.04,0.0,0.0,-12.4,29/01/2023,11,0.73,2000
-0.6,49,3.19,0.0,0.0,-10.1,29/01/2023,12,1.79,2000
1.9,51,4.53,0.0,0.0,-7.2,29/01/2023,13,1.82,2000
3.3,48,5.41,0.0,0.0,-6.7,29/01/2023,14,1.72,2000
4.0,43,7.6,0.1,0.07,-7.6,29/01/2023,15,1.09,2000
3.8,48,7.05,0.2,0.14,-6.2,29/01/2023,16,0.85,2000
2.3,60,6.24,0.1,0.07,-4.8,29/01/2023,17,0.47,2000
0.0,70,4.71,0.0,0.0,-4.9,29/01/2023,18,0.12,2000
-0.9,82,4.52,0.0,0.0,-3.7,29/01/2023,19,0.0,2000
-1.6,75,4.74,0.0,0.0,-5.4,29/01/2023,20,0.0,2000
-2.3,75,4.2,0.0,0.0,-6.1,29/01/2023,21,0.0,2000
-2.9,74,4.96,0.0,0.0,-6.9,29/01/2023,22,0.0,2000
-3.8,76,4.28,0.0,0.0,-7.4,29/01/2023,23,0.0,2000
-4.6,79,3.5,0.0,0.0,-7.7,30/01/2023,0,0.0,2000
-4.8,80,3.66,0.0,0.0,-7.8,30/01/2023,1,0.0,2000
-5.0,79,3.48,0.0,0.0,-8.1,30/01/2023,2,0.0,2000
-5.4,77,3.11,0.0,0.0,-8.8,30/01/2023,3,0.0,2000
-5.7,73,3.04,0.0,0.0,-9.7,30/01/2023,4,0.0,2000
-5.9,69,2.73,0.0,0.0,-10.8,30/01/2023,5,0.0,2000
-6.2,65,2.37,0.0,0.0,-11.6,30/01/2023,6,0.0,2000
-6.4,64,2.19,0.0,0.0,-12.2,30/01/2023,7,0.0,2000
-6.4,62,2.19,0.0,0.0,-12.5,30/01/2023,8,0.01,2000
-6.0,68,1.22,0.0,0.0,-10.9,30/01/2023,9,0.37,2000
-3.2,51,1.3,0.0,0.0,-11.9,30/01/2023,10,0.99,2000
-0.9,41,2.06,0.0,0.0,-12.6,30/01/2023,11,1.55,2000
0.8,33,3.06,0.0,0.0,-13.7,30/01/2023,12,1.94,2000
1.8,31,3.83,0.0,0.0,-13.6,30/01/2023,13,2.12,2000
2.3,32,4.31,0.0,0.0,-12.6,30/01/2023,14,2.06,2000
2.2,36,4.6,0.0,0.0,-11.4,30/01/2023,15,1.77,2000
1.5,41,4.32,0.0,0.0,-10.4,30/01/2023,16,1.28,2000
0.1,54,3.89,0.0,0.0,-8.2,30/01/2023,17,0.68,2000
-2.3,65,2.53,0.0,0.0,-7.9,30/01/2023,18,0.13,2000
-4.0,75,2.18,0.0,0.0,-7.7,30/01/2023,19,0.0,2000
-4.8,81,2.22,0.0,0.0,-7.5,30/01/2023,20,0.0,2000
-3.7,76,1.2,0.0,0.0,-7.3,30/01/2023,21,0.0,2000
-5.2,86,0.98,0.0,0.0,-7.3,30/01/2023,22,0.0,2000
-5.7,86,0.98,0.0,0.0,-7.7,30/01/2023,23,0.0,2000
-5.7,84,1.3,0.0,0.0,-7.9,31/01/2023,0,0.0,2000
-5.7,83,1.88,0.0,0.0,-8.2,31/01/2023,1,0.0,2000
-5.6,81,2.19,0.0,0.0,-8.4,31/01/2023,2,0.0,2000
-5.6,79,2.47,0.0,0.0,-8.6,31/01/2023,3,0.0,2000
-5.4,78,2.59,0.0,0.0,-8.7,31/01/2023,4,0.0,2000
-5.3,77,2.73,0.0,0.0,-8.8,31/01/2023,5,0.0,2000
-5.4,75,3.09,0.0,0.0,-9.1,31/01/2023,6,0.0,2000
-5.6,75,3.18,0.0,0.0,-9.2,31/01/2023,7,0.0,2000
-5.4,74,3.31,0.0,0.0,-9.3,31/01/2023,8,0.01,2000
-4.8,66,3.51,0.0,0.0,-10.1,31/01/2023,9,0.37,2000
-1.5,54,2.61,0.0,0.0,-9.7,31/01/2023,10,0.98,2000
1.9,45,3.06,0.0,0.0,-8.8,31/01/2023,11,1.51,2000
4.5,40,3.45,0.0,0.0,-7.8,31/01/2023,12,1.89,2000
6.3,39,4.08,0.0,0.0,-6.7,31/01/2023,13,2.01,2000
7.3,43,5.52,0.0,0.0,-4.3,31/01/2023,14,1.88,2000
7.3,52,6.3,0.0,0.0,-1.8,31/01/2023,15,1.61,2000
6.7,58,5.74,0.0,0.0,-1.0,31/01/2023,16,1.16,2000
5.3,67,5.34,0.0,0.0,-0.3,31/01/2023,17,0.66,2000
3.1,82,4.49,0.0,0.0,0.2,31/01/2023,18,0.12,2000
2.3,88,4.47,0.0,0.0,0.6,31/01/2023,19,0.0,2000
2.1,92,4.56,0.0,0.0,0.9,31/01/2023,20,0.0,2000
2.2,92,4.66,0.1,0.0,1.0,31/01/2023,21,0.0,2000
3.0,94,4.6,0.1,0.0,2.2,31/01/2023,22,0.0,2000
3.2,98,4.17,0.0,0.0,2.9,31/01/2023,23,0.0,2000
2.5,99,3.23,0.0,0.0,2.3,01/02/2023,0,0.0,2000
1.5,100,2.72,0.0,0.0,1.4,01/02/2023,1,0.0,2000
0.9,99,2.47,0.0,0.0,0.8,01/02/2023,2,0.0,2000
0.6,99,2.15,0.0,0.0,0.5,01/02/2023,3,0.0,2000
-1.0,99,1.2,0.0,0.0,-1.2,01/02/2023,4,0.0,2000
-2.0,99,1.17,0.0,0.0,-2.2,01/02/2023,5,0.0,2000
-1.8,97,1.2,0.0,0.0,-2.2,01/02/2023,6,0.0,2000
-2.3,95,0.92,0.0,0.0,-3.0,01/02/2023,7,0.0,2000
-2.7,96,1.2,0.0,0.0,-3.2,01/02/2023,8,0.01,2000
-2.0,97,1.94,0.0,0.0,-2.4,01/02/2023,9,0.33,2000
0.2,89,2.42,0.0,0.0,-1.4,01/02/2023,10,0.76,2000
1.9,72,4.05,0.0,0.0,-2.7,01/02/2023,11,1.48,2000
3.0,54,5.49,0.0,0.0,-5.3,01/02/2023,12,1.9,2000
3.5,44,6.3,0.0,0.0,-7.6,01/02/2023,13,2.09,2000
3.5,40,6.71,0.0,0.0,-8.9,01/02/2023,14,2.04,2000
3.0,37,6.69,0.0,0.0,-10.1,01/02/2023,15,1.77,2000
2.2,38,6.66,0.0,0.0,-10.7,01/02/2023,16,1.31,2000
1.0,41,5.66,0.0,0.0,-10.8,01/02/2023,17,0.71,2000
-1.0,47,5.02,0.0,0.0,-11.0,01/02/2023,18,0.15,2000
-2.3,50,4.94,0.0,0.0,-11.2,01/02/2023,19,0.0,2000
-3.2,52,4.69,0.0,0.0,-11.7,01/02/2023,20,0.0,2000
-4.2,58,3.52,0.0,0.0,-11.2,01/02/2023,21,0.0,2000
-4.4,57,3.47,0.0,0.0,-11.6,01/02/2023,22,0.0,2000
-4.8,58,3.33,0.0,0.0,-11.9,01/02/2023,23,0.0,2000
-5.2,58,3.11,0.0,0.0,-12.1,02/02/2023,0,0.0,2000
-5.3,57,3.3,0.0,0.0,-12.4,02/02/2023,1,0.0,2000
-5.2,55,3.58,0.0,0.0,-12.9,02/02/2023,2,0.0,2000
-5.3,53,3.31,0.0,0.0,-13.3,02/02/2023,3,0.0,2000
-5.5,52,2.66,0.0,0.0,-13.8,02/02/2023,4,0.0,2000
-6.1,54,1.92,0.0,0.0,-13.9,02/02/2023,5,0.0,2000
-5.8,53,1.98,0.0,0.0,-13.9,02/02/2023,6,0.0,2000
-6.1,54,1.64,0.0,0.0,-14.0,02/02/2023,7,0.0,2000
-5.9,53,1.75,0.0,0.0,-14.1,02/02/2023,8,0.01,2000
-5.6,57,1.56,0.0,0.0,-12.8,02/02/2023,9,0.28,2000
-4.1,49,2.14,0.0,0.0,-13.2,02/02/2023,10,0.75,2000
-2.8,43,2.13,0.0,0.0,-13.7,02/02/2023,11,1.17,2000
-1.4,36,2.48,0.0,0.0,-14.6,02/02/2023,12,1.5,2000
-0.4,35,3.04,0.0,0.0,-14.0,02/02/2023,13,1.67,2000
0.1,32,2.83,0.0,0.0,-14.6,02/02/2023,14,1.67,2000
0.4,31,2.83,0.0,0.0,-14.9,02/02/2023,15,1.48,2000
0.4,29,2.86,0.0,0.0,-15.6,02/02/2023,16,1.17,2000
-0.2,31,2.73,0.0,0.0,-15.4,02/02/2023,17,0.53,2000
-1.9,35,2.16,0.0,0.0,-15.1,02/02/2023,18,0.12,2000
-2.8,38,2.18,0.0,0.0,-15.1,02/02/2023,19,0.0,2000
-3.7,41,2.2,0.0,0.0,-14.9,02/02/2023,20,0.0,2000
