temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,snowfall,dew_point_2m,DATE,HOUR,SOLAR_RADIATION,VISIBILITY
-9.1,50,1.72,0.0,0.0,-17.8,01/01/2022,0,0.0,2000
-9.1,51,1.14,0.0,0.0,-17.5,01/01/2022,1,0.0,2000
-9.1,52,0.89,0.0,0.0,-17.2,01/01/2022,2,0.0,2000
-9.1,53,1.08,0.0,0.0,-17.0,01/01/2022,3,0.0,2000
-9.1,53,1.08,0.0,0.0,-16.9,01/01/2022,4,0.0,2000
-9.0,53,0.67,0.0,0.0,-16.8,01/01/2022,5,0.0,2000
-8.8,52,0.61,0.0,0.0,-16.9,01/01/2022,6,0.0,2000
-8.7,51,0.2,0.0,0.0,-17.0,01/01/2022,7,0.0,2000
-8.6,49,0.7,0.0,0.0,-17.4,01/01/2022,8,0.0,2000
-9.4,56,2.1,0.0,0.0,-16.6,01/01/2022,9,0.26,2000
-7.2,45,1.91,0.0,0.0,-17.0,01/01/2022,10,0.79,2000
-4.9,38,1.22,0.0,0.0,-17.0,01/01/2022,11,1.26,2000
-3.0,35,0.61,0.0,0.0,-16.2,01/01/2022,12,1.59,2000
-1.6,35,0.42,0.0,0.0,-15.0,01/01/2022,13,1.73,2000
-0.6,35,1.02,0.0,0.0,-14.1,01/01/2022,14,1.64,2000
-0.1,36,1.24,0.0,0.0,-13.4,01/01/2022,15,1.35,2000
-0.2,37,1.65,0.0,0.0,-13.1,01/01/2022,16,0.89,2000
-3.2,48,2.4,0.0,0.0,-12.8,01/01/2022,17,0.35,2000
-4.8,56,2.44,0.0,0.0,-12.4,01/01/2022,18,0.01,2000
-5.6,63,2.21,0.0,0.0,-11.4,01/01/2022,19,0.0,2000
-5.6,68,1.9,0.0,0.0,-10.6,01/01/2022,20,0.0,2000
-6.3,66,2.2,0.0,0.0,-11.6,01/01/2022,21,0.0,2000
-4.0,56,2.14,0.0,0.0,-11.5,01/01/2022,22,0.0,2000
-3.7,54,2.55,0.0,0.0,-11.7,01/01/2022,23,0.0,2000
-3.5,53,1.98,0.0,0.0,-11.9,02/01/2022,0,0.0,2000
-3.5,53,2.08,0.0,0.0,-11.6,02/01/2022,1,0.0,2000
-4.0,56,2.01,0.0,0.0,-11.4,02/01/2022,2,0.0,2000
-3.1,53,3.2,0.0,0.0,-11.4,02/01/2022,3,0.0,2000
-2.3,51,3.69,0.0,0.0,-11.1,02/01/2022,4,0.0,2000
-1.7,55,3.41,0.1,0.07,-9.5,02/01/2022,5,0.0,2000
-1.2,62,3.48,0.3,0.21,-7.7,02/01/2022,6,0.0,2000
-0.8,74,3.16,0.0,0.0,-4.8,02/01/2022,7,0.0,2000
-1.5,90,1.92,0.0,0.0,-3.0,02/01/2022,8,0.0,2000
-2.2,73,0.73,0.0,0.0,-6.4,02/01/2022,9,0.25,2000
-0.1,70,1.41,0.0,0.0,-4.8,02/01/2022,10,0.59,2000
0.7,74,3.24,0.0,0.0,-3.5,02/01/2022,11,0.88,2000
1.1,65,3.67,0.0,0.0,-4.7,02/01/2022,12,1.5,2000
2.0,54,4.25,0.0,0.0,-6.4,02/01/2022,13,1.72,2000
2.2,40,4.88,0.0,0.0,-10.1,02/01/2022,14,1.67,2000
1.8,31,4.8,0.0,0.0,-13.6,02/01/2022,15,1.4,2000
0.8,31,4.44,0.0,0.0,-14.6,02/01/2022,16,0.93,2000
-1.4,31,3.09,0.0,0.0,-16.4,02/01/2022,17,0.37,2000
-4.1,36,2.75,0.0,0.0,-16.9,02/01/2022,18,0.02,2000
-5.2,40,2.6,0.0,0.0,-16.9,02/01/2022,19,0.0,2000
-6.2,41,2.33,0.0,0.0,-17.2,02/01/2022,20,0.0,2000
-6.1,51,2.36,0.0,0.0,-14.5,02/01/2022,21,0.0,2000
-6.3,54,2.14,0.0,0.0,-14.1,02/01/2022,22,0.0,2000
-6.8,57,1.42,0.0,0.0,-14.0,02/01/2022,23,0.0,2000
-7.4,61,1.39,0.0,0.0,-13.6,03/01/2022,0,0.0,2000
-7.6,61,1.2,0.0,0.0,-13.8,03/01/2022,1,0.0,2000
-7.7,60,1.14,0.0,0.0,-14.1,03/01/2022,2,0.0,2000
-7.8,60,0.94,0.0,0.0,-14.2,03/01/2022,3,0.0,2000
-8.1,63,0.95,0.0,0.0,-13.9,03/01/2022,4,0.0,2000
-8.4,65,1.17,0.0,0.0,-13.8,03/01/2022,5,0.0,2000
-8.5,66,1.24,0.0,0.0,-13.8,03/01/2022,6,0.0,2000
-8.6,67,1.02,0.0,0.0,-13.8,03/01/2022,7,0.0,2000
-8.6,66,0.54,0.0,0.0,-13.9,03/01/2022,8,0.0,2000
-7.8,61,0.64,0.0,0.0,-14.1,03/01/2022,9,0.26,2000
-5.1,41,0.3,0.0,0.0,-16.2,03/01/2022,10,0.8,2000
-2.8,31,0.22,0.0,0.0,-17.5,03/01/2022,11,1.28,2000
-0.9,36,1.92,0.0,0.0,-14.1,03/01/2022,12,1.6,2000
0.3,42,3.11,0.0,0.0,-11.0,03/01/2022,13,1.72,2000
0.8,45,3.5,0.0,0.0,-9.7,03/01/2022,14,1.65,2000
0.9,50,3.6,0.0,0.0,-8.4,03/01/2022,15,1.3,2000
0.4,57,2.77,0.0,0.0,-7.1,03/01/2022,16,0.83,2000
-2.5,75,1.98,0.0,0.0,-6.3,03/01/2022,17,0.34,2000
-4.3,83,2.28,0.0,0.0,-6.8,03/01/2022,18,0.02,2000
-3.2,84,1.84,0.0,0.0,-5.6,03/01/2022,19,0.0,2000
-2.4,81,1.75,0.0,0.0,-5.2,03/01/2022,20,0.0,2000
-2.2,78,0.3,0.0,0.0,-5.5,03/01/2022,21,0.0,2000
-1.8,79,0.45,0.1,0.07,-5.0,03/01/2022,22,0.0,2000
-1.7,81,0.92,0.0,0.0,-4.6,03/01/2022,23,0.0,2000
-1.3,81,1.7,0.0,0.0,-4.2,04/01/2022,0,0.0,2000
-1.6,85,2.34,0.0,0.0,-3.8,04/01/2022,1,0.0,2000
-1.5,83,3.55,0.0,0.0,-4.1,04/01/2022,2,0.0,2000
-3.1,83,2.72,0.0,0.0,-5.6,04/01/2022,3,0.0,2000
-4.2,81,2.69,0.0,0.0,-6.9,04/01/2022,4,0.0,2000
-4.5,75,3.0,0.0,0.0,-8.2,04/01/2022,5,0.0,2000
-5.1,68,2.97,0.0,0.0,-10.1,04/01/2022,6,0.0,2000
-5.9,63,2.64,0.0,0.0,-11.9,04/01/2022,7,0.0,2000
-6.6,57,2.38,0.0,0.0,-13.6,04/01/2022,8,0.0,2000
-5.9,71,2.82,0.0,0.0,-10.4,04/01/2022,9,0.27,2000
-4.6,50,3.18,0.0,0.0,-13.4,04/01/2022,10,0.82,2000
-3.1,36,3.22,0.0,0.0,-16.1,04/01/2022,11,1.33,2000
-1.8,27,3.55,0.0,0.0,-18.5,04/01/2022,12,1.68,2000
-1.0,28,3.7,0.0,0.0,-17.2,04/01/2022,13,1.82,2000
-0.4,24,4.0,0.0,0.0,-18.5,04/01/2022,14,1.74,2000
-0.3,22,4.02,0.0,0.0,-19.4,04/01/2022,15,1.44,2000
-0.8,22,3.89,0.0,0.0,-20.1,04/01/2022,16,0.96,2000
-2.2,25,2.91,0.0,0.0,-19.5,04/01/2022,17,0.39,2000
-4.2,27,2.68,0.0,0.0,-20.5,04/01/2022,18,0.02,2000
-5.0,29,2.66,0.0,0.0,-20.2,04/01/2022,19,0.0,2000
-5.6,31,2.69,0.0,0.0,-20.1,04/01/2022,20,0.0,2000
-5.9,35,2.46,0.0,0.0,-18.9,04/01/2022,21,0.0,2000
-6.2,37,1.9,0.0,0.0,-18.5,04/01/2022,22,0.0,2000
-6.7,40,1.43,0.0,0.0,-18.0,04/01/2022,23,0.0,2000
-7.1,43,1.36,0.0,0.0,-17.5,05/01/2022,0,0.0,2000
-7.3,45,1.25,0.0,0.0,-17.1,05/01/2022,1,0.0,2000
-7.4,44,1.26,0.0,0.0,-17.7,05/01/2022,2,0.0,2000
-7.8,43,1.73,0.0,0.0,-18.1,05/01/2022,3,0.0,2000
-6.9,40,1.08,0.0,0.0,-18.4,05/01/2022,4,0.0,2000
-7.8,43,1.12,0.0,0.0,-18.2,05/01/2022,5,0.0,2000
-7.7,42,1.25,0.0,0.0,-18.4,05/01/2022,6,0.0,2000
-7.6,43,0.92,0.0,0.0,-18.1,05/01/2022,7,0.0,2000
-7.5,44,0.58,0.0,0.0,-17.7,05/01/2022,8,0.0,2000
-6.6,52,2.47,0.0,0.0,-14.8,05/01/2022,9,0.22,2000
-4.4,49,1.55,0.0,0.0,-13.6,05/01/2022,10,0.54,2000
-2.2,44,1.8,0.0,0.0,-12.7,05/01/2022,11,0.86,2000
-0.2,39,1.7,0.0,0.0,-12.5,05/01/2022,12,1.15,2000
1.1,36,1.7,0.0,0.0,-12.4,05/01/2022,13,1.19,2000
2.5,37,1.66,0.0,0.0,-10.8,05/01/2022,14,1.33,2000
2.7,39,0.89,0.0,0.0,-9.9,05/01/2022,15,0.95,2000
2.5,40,1.21,0.0,0.0,-9.7,05/01/2022,16,0.61,2000
0.0,45,1.77,0.0,0.0,-10.4,05/01/2022,17,0.21,2000
-1.1,44,1.92,0.0,0.0,-11.9,05/01/2022,18,0.01,2000
-1.8,40,1.78,0.0,0.0,-13.6,05/01/2022,19,0.0,2000
-2.2,38,1.8,0.0,0.0,-14.6,05/01/2022,20,0.0,2000
-3.3,38,1.84,0.0,0.0,-15.6,05/01/2022,21,0.0,2000
-3.7,38,2.43,0.0,0.0,-15.8,05/01/2022,22,0.0,2000
-3.8,37,2.6,0.0,0.0,-16.2,05/01/2022,23,0.0,2000
-4.2,38,2.55,0.0,0.0,-16.6,06/01/2022,0,0.0,2000
-4.8,38,2.38,0.0,0.0,-16.9,06/01/2022,1,0.0,2000
-5.4,40,2.19,0.0,0.0,-17.0,06/01/2022,2,0.0,2000
-5.2,40,1.98,0.0,0.0,-16.9,06/01/2022,3,0.0,2000
-5.5,40,1.98,0.0,0.0,-17.0,06/01/2022,4,0.0,2000
-6.1,43,1.72,0.0,0.0,-16.7,06/01/2022,5,0.0,2000
-6.1,43,2.02,0.0,0.0,-16.6,06/01/2022,6,0.0,2000
-6.3,42,1.7,0.0,0.0,-17.1,06/01/2022,7,0.0,2000
-6.2,40,1.88,0.0,0.0,-17.6,06/01/2022,8,0.0,2000
-6.2,56,1.97,0.0,0.0,-13.6,06/01/2022,9,0.27,2000
-3.6,43,1.87,0.0,0.0,-14.4,06/01/2022,10,0.82,2000
-1.1,35,2.68,0.0,0.0,-14.5,06/01/2022,11,1.32,2000
0.5,34,3.56,0.0,0.0,-13.6,06/01/2022,12,1.67,2000
1.6,31,3.7,0.0,0.0,-13.6,06/01/2022,13,1.82,2000
2.2,30,4.08,0.0,0.0,-13.7,06/01/2022,14,1.74,2000
2.5,29,4.22,0.0,0.0,-13.6,06/01/2022,15,1.44,2000
2.2,26,4.21,0.0,0.0,-15.4,06/01/2022,16,0.97,2000
0.1,29,3.14,0.0,0.0,-15.9,06/01/2022,17,0.41,2000
-2.8,38,3.0,0.0,0.0,-15.1,06/01/2022,18,0.03,2000
-4.0,44,2.83,0.0,0.0,-14.5,06/01/2022,19,0.0,2000
-4.9,49,2.47,0.0,0.0,-14.1,06/01/2022,20,0.0,2000
-5.5,57,1.91,0.0,0.0,-12.7,06/01/2022,21,0.0,2000
-5.7,62,1.66,0.0,0.0,-11.8,06/01/2022,22,0.0,2000
-5.9,64,1.5,0.0,0.0,-11.6,06/01/2022,23,0.0,2000
-6.3,67,1.7,0.0,0.0,-11.6,07/01/2022,0,0.0,2000
-6.8,69,1.84,0.0,0.0,-11.6,07/01/2022,1,0.0,2000
-6.4,67,1.12,0.0,0.0,-11.6,07/01/2022,2,0.0,2000
-7.2,73,1.02,0.0,0.0,-11.4,07/01/2022,3,0.0,2000
-7.5,75,1.02,0.0,0.0,-11.1,07/01/2022,4,0.0,2000
-7.7,77,1.0,0.0,0.0,-11.0,07/01/2022,5,0.0,2000
-7.8,77,1.0,0.0,0.0,-11.1,07/01/2022,6,0.0,2000
-7.9,77,1.12,0.0,0.0,-11.2,07/01/2022,7,0.0,2000
-7.8,74,1.1,0.0,0.0,-11.6,07/01/2022,8,0.0,2000
-7.1,73,1.5,0.0,0.0,-11.1,07/01/2022,9,0.27,2000
-4.4,59,1.1,0.0,0.0,-11.3,07/01/2022,10,0.81,2000
-2.1,47,0.51,0.0,0.0,-11.9,07/01/2022,11,1.32,2000
-0.3,37,0.45,0.0,0.0,-13.1,07/01/2022,12,1.66,2000
1.1,30,1.34,0.0,0.0,-14.5,07/01/2022,13,1.81,2000
2.0,24,1.79,0.0,0.0,-16.4,07/01/2022,14,1.73,2000
2.4,20,2.09,0.0,0.0,-18.5,07/01/2022,15,1.44,2000
2.0,19,2.43,0.0,0.0,-19.1,07/01/2022,16,0.97,2000
-1.0,25,1.82,0.0,0.0,-18.7,07/01/2022,17,0.41,2000
-4.3,45,2.15,0.0,0.0,-14.4,07/01/2022,18,0.03,2000
-5.0,65,1.9,0.0,0.0,-10.5,07/01/2022,19,0.0,2000
-6.2,75,2.71,0.0,0.0,-9.8,07/01/2022,20,0.0,2000
-5.3,61,2.22,0.0,0.0,-11.8,07/01/2022,21,0.0,2000
-3.5,48,1.7,0.0,0.0,-12.9,07/01/2022,22,0.0,2000
-4.3,52,1.7,0.0,0.0,-12.7,07/01/2022,23,0.0,2000
-3.5,47,1.41,0.0,0.0,-13.3,08/01/2022,0,0.0,2000
-3.6,47,1.08,0.0,0.0,-13.2,08/01/2022,1,0.0,2000
-3.7,48,0.73,0.0,0.0,-13.1,08/01/2022,2,0.0,2000
-4.0,49,0.45,0.0,0.0,-13.1,08/01/2022,3,0.0,2000
-5.7,57,0.89,0.0,0.0,-12.9,08/01/2022,4,0.0,2000
-6.3,60,1.08,0.0,0.0,-12.8,08/01/2022,5,0.0,2000
-6.5,61,0.98,0.0,0.0,-12.8,08/01/2022,6,0.0,2000
-6.3,60,0.76,0.0,0.0,-12.9,08/01/2022,7,0.0,2000
-6.1,58,1.0,0.0,0.0,-13.1,08/01/2022,8,0.0,2000
-5.8,58,2.01,0.0,0.0,-12.7,08/01/2022,9,0.23,2000
-2.8,48,1.62,0.0,0.0,-12.2,08/01/2022,10,0.53,2000
0.4,47,1.22,0.0,0.0,-9.7,08/01/2022,11,1.15,2000
2.8,50,1.53,0.0,0.0,-6.5,08/01/2022,12,1.54,2000
4.3,54,2.94,0.0,0.0,-4.2,08/01/2022,13,1.65,2000
4.6,58,4.85,0.0,0.0,-2.8,08/01/2022,14,1.39,2000
4.2,66,5.72,0.0,0.0,-1.6,08/01/2022,15,0.84,2000
3.8,69,3.92,0.0,0.0,-1.4,08/01/2022,16,0.39,2000
2.8,74,3.22,0.0,0.0,-1.5,08/01/2022,17,0.16,2000
1.6,82,3.0,0.0,0.0,-1.1,08/01/2022,18,0.01,2000
0.6,90,3.14,0.0,0.0,-0.9,08/01/2022,19,0.0,2000
0.2,91,3.14,0.0,0.0,-1.1,08/01/2022,20,0.0,2000
0.3,93,1.88,0.0,0.0,-0.6,08/01/2022,21,0.0,2000
1.4,92,1.84,0.0,0.0,0.2,08/01/2022,22,0.0,2000
1.9,92,2.2,0.0,0.0,0.7,08/01/2022,23,0.0,2000
1.7,94,1.75,0.0,0.0,0.9,09/01/2022,0,0.0,2000
0.8,96,1.91,0.0,0.0,0.3,09/01/2022,1,0.0,2000
-0.9,97,1.91,0.0,0.0,-1.3,09/01/2022,2,0.0,2000
-2.2,96,1.86,0.0,0.0,-2.8,09/01/2022,3,0.0,2000
-3.2,96,1.66,0.0,0.0,-3.8,09/01/2022,4,0.0,2000
-4.0,96,1.89,0.0,0.0,-4.6,09/01/2022,5,0.0,2000
-4.8,96,2.06,0.0,0.0,-5.2,09/01/2022,6,0.0,2000
-4.8,97,1.65,0.0,0.0,-5.2,09/01/2022,7,0.0,2000
-4.9,97,1.7,0.0,0.0,-5.3,09/01/2022,8,0.0,2000
-2.5,96,1.7,0.0,0.0,-3.1,09/01/2022,9,0.24,2000
-1.1,88,1.64,0.0,0.0,-2.8,09/01/2022,10,0.6,2000
0.7,79,0.73,0.0,0.0,-2.5,09/01/2022,11,1.13,2000
2.1,69,1.08,0.0,0.0,-3.0,09/01/2022,12,1.57,2000
3.0,61,1.56,0.0,0.0,-3.8,09/01/2022,13,1.78,2000
3.6,57,1.64,0.0,0.0,-4.2,09/01/2022,14,1.71,2000
3.8,55,1.75,0.0,0.0,-4.4,09/01/2022,15,1.42,2000
3.5,54,1.93,0.0,0.0,-4.8,09/01/2022,16,0.96,2000
0.9,71,1.84,0.0,0.0,-3.8,09/01/2022,17,0.41,2000
-2.5,81,2.91,0.0,0.0,-5.3,09/01/2022,18,0.03,2000
-2.5,81,2.42,0.0,0.0,-5.2,09/01/2022,19,0.0,2000
-3.0,84,2.22,0.0,0.0,-5.3,09/01/2022,20,0.0,2000
-2.2,79,1.99,0.0,0.0,-5.3,09/01/2022,21,0.0,2000
-3.2,83,2.22,0.0,0.0,-5.7,09/01/2022,22,0.0,2000
-2.6,81,1.7,0.0,0.0,-5.4,09/01/2022,23,0.0,2000
-2.5,81,1.3,0.0,0.0,-5.4,10/01/2022,0,0.0,2000
-3.2,83,0.82,0.0,0.0,-5.6,10/01/2022,1,0.0,2000
-4.0,87,0.82,0.0,0.0,-5.8,10/01/2022,2,0.0,2000
-4.2,88,0.8,0.0,0.0,-5.9,10/01/2022,3,0.0,2000
-4.4,89,0.91,0.0,0.0,-6.0,10/01/2022,4,0.0,2000
-5.1,91,1.5,0.0,0.0,-6.3,10/01/2022,5,0.0,2000
-4.8,91,1.49,0.0,0.0,-6.1,10/01/2022,6,0.0,2000
-5.1,90,1.26,0.0,0.0,-6.5,10/01/2022,7,0.0,2000
-5.2,91,1.4,0.0,0.0,-6.4,10/01/2022,8,0.0,2000
-4.2,91,1.53,0.0,0.0,-5.4,10/01/2022,9,0.26,2000
-1.4,76,1.3,0.0,0.0,-5.2,10/01/2022,10,0.75,2000
1.1,65,0.8,0.0,0.0,-4.7,10/01/2022,11,1.25,2000
2.6,55,0.71,0.0,0.0,-5.5,10/01/2022,12,1.54,2000
3.3,50,1.48,0.0,0.0,-6.2,10/01/2022,13,1.38,2000
3.6,48,2.35,0.0,0.0,-6.4,10/01/2022,14,1.13,2000
3.3,49,2.72,0.0,0.0,-6.3,10/01/2022,15,0.77,2000
2.3,58,2.7,0.0,0.0,-5.2,10/01/2022,16,0.42,2000
0.6,73,1.91,0.1,0.07,-3.7,10/01/2022,17,0.16,2000
-1.0,84,1.8,0.1,0.07,-3.3,10/01/2022,18,0.02,2000
-1.7,87,1.2,0.1,0.07,-3.7,10/01/2022,19,0.0,2000
-2.0,88,1.24,0.1,0.07,-3.7,10/01/2022,20,0.0,2000
-2.2,88,1.24,0.2,0.14,-3.9,10/01/2022,21,0.0,2000
-1.7,85,1.5,0.1,0.07,-4.0,10/01/2022,22,0.0,2000
-1.5,86,2.24,0.1,0.07,-3.6,10/01/2022,23,0.0,2000
-1.4,86,3.84,0.3,0.21,-3.5,11/01/2022,0,0.0,2000
-2.2,78,4.9,0.3,0.21,-5.4,11/01/2022,1,0.0,2000
-3.1,68,5.24,0.0,0.0,-8.1,11/01/2022,2,0.0,2000
-5.3,67,5.69,0.0,0.0,-10.6,11/01/2022,3,0.0,2000
-7.1,68,5.52,0.0,0.0,-12.0,11/01/2022,4,0.0,2000
-8.2,61,5.66,0.0,0.0,-14.4,11/01/2022,5,0.0,2000
-9.1,55,5.22,0.0,0.0,-16.6,11/01/2022,6,0.0,2000
-9.9,51,5.16,0.0,0.0,-18.2,11/01/2022,7,0.0,2000
-10.4,48,5.28,0.0,0.0,-19.4,11/01/2022,8,0.0,2000
-10.2,58,5.07,0.0,0.0,-16.9,11/01/2022,9,0.28,2000
-9.1,55,5.11,0.0,0.0,-16.5,11/01/2022,10,0.85,2000
-8.1,49,5.59,0.0,0.0,-17.0,11/01/2022,11,1.38,2000
-6.8,44,6.17,0.0,0.0,-17.1,11/01/2022,12,1.74,2000
-5.7,41,6.31,0.0,0.0,-16.9,11/01/2022,13,1.89,2000
-5.1,37,6.54,0.0,0.0,-17.4,11/01/2022,14,1.81,2000
-5.1,37,6.64,0.0,0.0,-17.5,11/01/2022,15,1.52,2000
-5.5,35,6.47,0.0,0.0,-18.7,11/01/2022,16,1.04,2000
-6.4,37,5.83,0.0,0.0,-18.9,11/01/2022,17,0.46,2000
-7.4,41,5.19,0.0,0.0,-18.5,11/01/2022,18,0.04,2000
-8.1,43,5.49,0.0,0.0,-18.5,11/01/2022,19,0.0,2000
-8.8,47,5.5,0.0,0.0,-18.0,11/01/2022,20,0.0,2000
-10.1,54,4.62,0.0,0.0,-17.8,11/01/2022,21,0.0,2000
-10.4,54,4.0,0.0,0.0,-18.0,11/01/2022,22,0.0,2000
-10.4,53,3.4,0.0,0.0,-18.1,11/01/2022,23,0.0,2000
-10.4,54,2.88,0.0,0.0,-17.9,12/01/2022,0,0.0,2000
-10.2,54,2.86,0.0,0.0,-17.9,12/01/2022,1,0.0,2000
-10.2,52,3.22,0.0,0.0,-18.1,12/01/2022,2,0.0,2000
-10.1,49,3.42,0.0,0.0,-18.8,12/01/2022,3,0.0,2000
-10.2,46,3.41,0.0,0.0,-19.8,12/01/2022,4,0.0,2000
-10.4,44,3.5,0.0,0.0,-20.4,12/01/2022,5,0.0,2000
-10.4,43,3.7,0.0,0.0,-20.6,12/01/2022,6,0.0,2000
-10.6,43,3.81,0.0,0.0,-20.9,12/01/2022,7,0.0,2000
-10.6,43,3.71,0.0,0.0,-20.9,12/01/2022,8,0.0,2000
-10.4,51,2.53,0.0,0.0,-18.5,12/01/2022,9,0.28,2000
-8.9,45,2.78,0.0,0.0,-18.7,12/01/2022,10,0.86,2000
-7.6,39,2.68,0.0,0.0,-19.0,12/01/2022,11,1.39,2000
-6.3,34,3.1,0.0,0.0,-19.5,12/01/2022,12,1.76,2000
-5.3,31,3.35,0.0,0.0,-19.9,12/01/2022,13,1.89,2000
-4.6,29,3.71,0.0,0.0,-20.1,12/01/2022,14,1.79,2000
-4.4,30,4.12,0.0,0.0,-19.5,12/01/2022,15,1.52,2000
-4.6,32,3.91,0.0,0.0,-18.6,12/01/2022,16,1.04,2000
-5.0,35,3.73,0.0,0.0,-18.1,12/01/2022,17,0.37,2000
-5.9,38,3.22,0.0,0.0,-18.0,12/01/2022,18,0.04,2000
-6.2,39,3.71,0.0,0.0,-18.0,12/01/2022,19,0.0,2000
-6.8,42,3.4,0.0,0.0,-17.8,12/01/2022,20,0.0,2000
-7.6,44,2.89,0.0,0.0,-17.8,12/01/2022,21,0.0,2000
-7.6,43,3.11,0.0,0.0,-18.0,12/01/2022,22,0.0,2000
-7.8,44,3.52,0.0,0.0,-18.1,12/01/2022,23,0.0,2000
-8.1,45,3.35,0.0,0.0,-17.9,13/01/2022,0,0.0,2000
-7.8,46,2.56,0.0,0.0,-17.5,13/01/2022,1,0.0,2000
-7.6,45,1.94,0.0,0.0,-17.5,13/01/2022,2,0.0,2000
-7.7,45,2.11,0.0,0.0,-17.6,13/01/2022,3,0.0,2000
-7.7,45,2.62,0.0,0.0,-17.6,13/01/2022,4,0.0,2000
-7.7,49,2.44,0.0,0.0,-16.5,13/01/2022,5,0.0,2000
-8.1,55,3.77,0.0,0.0,-15.4,13/01/2022,6,0.0,2000
-7.4,52,4.02,0.0,0.0,-15.5,13/01/2022,7,0.0,2000
-8.4,47,4.34,0.0,0.0,-17.7,13/01/2022,8,0.0,2000
-8.4,57,3.79,0.0,0.0,-15.4,13/01/2022,9,0.28,2000
-6.7,48,5.16,0.0,0.0,-15.8,13/01/2022,10,0.86,2000
-5.8,42,6.62,0.0,0.0,-16.8,13/01/2022,11,1.39,2000
-5.0,37,7.36,0.0,0.0,-17.5,13/01/2022,12,1.75,2000
-4.1,30,8.43,0.0,0.0,-19.0,13/01/2022,13,1.87,2000
-3.8,27,8.43,0.0,0.0,-19.9,13/01/2022,14,1.81,2000
-4.3,30,7.8,0.0,0.0,-19.3,13/01/2022,15,1.54,2000
-4.8,31,7.51,0.0,0.0,-19.5,13/01/2022,16,1.07,2000
-5.8,35,6.66,0.0,0.0,-18.8,13/01/2022,17,0.49,2000
-7.1,42,6.13,0.0,0.0,-17.9,13/01/2022,18,0.05,2000
-7.7,47,5.8,0.0,0.0,-17.1,13/01/2022,19,0.0,2000
-8.1,50,5.19,0.0,0.0,-16.8,13/01/2022,20,0.0,2000
-9.1,53,3.89,0.0,0.0,-16.9,13/01/2022,21,0.0,2000
-8.9,53,3.94,0.0,0.0,-16.9,13/01/2022,22,0.0,2000
-8.9,52,3.67,0.0,0.0,-17.0,13/01/2022,23,0.0,2000
-8.8,52,3.22,0.0,0.0,-17.0,14/01/2022,0,0.0,2000
-8.6,50,3.18,0.0,0.0,-17.1,14/01/2022,1,0.0,2000
-8.6,49,3.29,0.0,0.0,-17.3,14/01/2022,2,0.0,2000
-8.6,48,3.67,0.0,0.0,-17.7,14/01/2022,3,0.0,2000
-8.6,45,3.64,0.0,0.0,-18.3,14/01/2022,4,0.0,2000
-8.8,44,3.48,0.0,0.0,-18.9,14/01/2022,5,0.0,2000
-8.9,42,3.13,0.0,0.0,-19.4,14/01/2022,6,0.0,2000
-9.1,42,2.92,0.0,0.0,-19.6,14/01/2022,7,0.0,2000
-9.2,42,2.9,0.0,0.0,-19.6,14/01/2022,8,0.0,2000
-10.0,53,1.6,0.0,0.0,-17.9,14/01/2022,9,0.29,2000
-8.2,43,1.36,0.0,0.0,-18.6,14/01/2022,10,0.87,2000
-6.5,35,0.95,0.0,0.0,-19.4,14/01/2022,11,1.4,2000
-4.8,29,0.67,0.0,0.0,-20.0,14/01/2022,12,1.77,2000
-3.2,25,1.1,0.0,0.0,-20.5,14/01/2022,13,1.93,2000
-1.9,22,2.21,0.0,0.0,-20.9,14/01/2022,14,1.86,2000
-1.2,20,2.72,0.0,0.0,-21.3,14/01/2022,15,1.57,2000
-1.2,20,2.72,0.0,0.0,-21.5,14/01/2022,16,1.09,2000
-2.8,23,1.68,0.0,0.0,-21.1,14/01/2022,17,0.5,2000
-6.2,40,1.84,0.0,0.0,-17.5,14/01/2022,18,0.05,2000
-6.7,61,1.91,0.0,0.0,-13.1,14/01/2022,19,0.0,2000
-7.7,72,2.42,0.0,0.0,-11.9,14/01/2022,20,0.0,2000
-7.1,66,1.92,0.0,0.0,-12.4,14/01/2022,21,0.0,2000
-6.7,65,1.5,0.0,0.0,-12.1,14/01/2022,22,0.0,2000
-6.2,61,1.5,0.0,0.0,-12.4,14/01/2022,23,0.0,2000
-6.2,59,0.98,0.0,0.0,-12.9,15/01/2022,0,0.0,2000
-5.8,57,1.33,0.0,0.0,-12.9,15/01/2022,1,0.0,2000
-5.9,57,1.1,0.0,0.0,-13.0,15/01/2022,2,0.0,2000
-6.0,55,1.32,0.0,0.0,-13.6,15/01/2022,3,0.0,2000
-5.9,53,1.43,0.0,0.0,-14.1,15/01/2022,4,0.0,2000
-5.9,51,1.62,0.0,0.0,-14.5,15/01/2022,5,0.0,2000
-5.8,48,1.66,0.0,0.0,-15.0,15/01/2022,6,0.0,2000
-5.4,46,1.93,0.0,0.0,-15.4,15/01/2022,7,0.0,2000
-5.1,43,2.42,0.0,0.0,-15.6,15/01/2022,8,0.0,2000
-5.7,49,2.75,0.0,0.0,-14.8,15/01/2022,9,0.19,2000
-3.1,43,2.35,0.0,0.0,-14.0,15/01/2022,10,0.52,2000
-1.7,43,2.45,0.0,0.0,-12.6,15/01/2022,11,0.55,2000
0.6,41,2.25,0.0,0.0,-11.2,15/01/2022,12,1.05,2000
