DATE,HOUR,RENTED_BIKE_COUNT,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,snowfall,dew_point_2m,SOLAR_RADIATION,VISIBILITY
01/01/2022,0,575,-9.1,50,1.72,0.0,0.0,-17.8,0.0,2000
01/01/2022,1,466,-9.1,51,1.14,0.0,0.0,-17.5,0.0,2000
01/01/2022,2,328,-9.1,52,0.89,0.0,0.0,-17.2,0.0,2000
01/01/2022,3,250,-9.1,53,1.08,0.0,0.0,-17.0,0.0,2000
01/01/2022,4,246,-9.1,53,1.08,0.0,0.0,-16.9,0.0,2000
01/01/2022,5,288,-9.0,53,0.67,0.0,0.0,-16.8,0.0,2000
01/01/2022,6,488,-8.8,52,0.61,0.0,0.0,-16.9,0.0,2000
01/01/2022,7,625,-8.7,51,0.2,0.0,0.0,-17.0,0.0,2000
01/01/2022,8,699,-8.6,49,0.7,0.0,0.0,-17.4,0.0,2000
01/01/2022,9,923,-9.4,56,2.1,0.0,0.0,-16.6,0.26,2000
01/01/2022,10,1069,-7.2,45,1.91,0.0,0.0,-17.0,0.79,2000
01/01/2022,11,1348,-4.9,38,1.22,0.0,0.0,-17.0,1.26,2000
01/01/2022,12,1680,-3.0,35,0.61,0.0,0.0,-16.2,1.59,2000
01/01/2022,13,1928,-1.6,35,0.42,0.0,0.0,-15.0,1.73,2000
01/01/2022,14,2200,-0.6,35,1.02,0.0,0.0,-14.1,1.64,2000
01/01/2022,15,2559,-0.1,36,1.24,0.0,0.0,-13.4,1.35,2000
01/01/2022,16,2570,-0.2,37,1.65,0.0,0.0,-13.1,0.89,2000
01/01/2022,17,2363,-3.2,48,2.4,0.0,0.0,-12.8,0.35,2000
01/01/2022,18,1947,-4.8,56,2.44,0.0,0.0,-12.4,0.01,2000
01/01/2022,19,1545,-5.6,63,2.21,0.0,0.0,-11.4,0.0,2000
01/01/2022,20,1411,-5.6,68,1.9,0.0,0.0,-10.6,0.0,2000
01/01/2022,21,1701,-6.3,66,2.2,0.0,0.0,-11.6,0.0,2000
01/01/2022,22,1180,-4.0,56,2.14,0.0,0.0,-11.5,0.0,2000
01/01/2022,23,792,-3.7,54,2.55,0.0,0.0,-11.7,0.0,2000
01/01/2023,0,1567,-1.9,80,2.85,0.0,0.0,-4.8,0.0,2000
01/01/2023,1,1653,-1.1,81,3.2,0.0,0.0,-3.9,0.0,2000
01/01/2023,2,1150,-0.2,77,3.13,0.0,0.0,-3.8,0.0,2000
01/01/2023,3,824,-2.2,86,2.06,0.0,0.0,-4.2,0.0,2000
01/01/2023,4,653,-3.9,89,2.05,0.0,0.0,-5.5,0.0,2000
01/01/2023,5,549,-4.0,86,1.72,0.0,0.0,-5.9,0.0,2000
01/01/2023,6,798,-4.3,86,1.58,0.0,0.0,-6.3,0.0,2000
01/01/2023,7,1042,-5.2,87,1.61,0.0,0.0,-7.0,0.0,2000
01/01/2023,8,1187,-5.3,87,1.92,0.0,0.0,-7.2,0.0,2000
01/01/2023,9,1315,-4.4,80,2.1,0.0,0.0,-7.3,0.26,2000
01/01/2023,10,1592,-2.3,68,1.97,0.0,0.0,-7.5,0.8,2000
01/01/2023,11,1683,-0.7,57,2.68,0.0,0.0,-8.2,1.3,2000
01/01/2023,12,2047,0.7,41,3.67,0.0,0.0,-11.0,1.63,2000
01/01/2023,13,2427,1.5,32,4.61,0.0,0.0,-13.6,1.76,2000
01/01/2023,14,2516,1.7,28,4.97,0.0,0.0,-14.8,1.67,2000
01/01/2023,15,2814,1.2,26,5.33,0.0,0.0,-16.2,1.37,2000
01/01/2023,16,2797,0.3,31,4.85,0.0,0.0,-14.9,0.9,2000
01/01/2023,17,2545,-1.4,36,3.86,0.0,0.0,-14.4,0.35,2000
01/01/2023,18,2056,-3.3,41,3.13,0.0,0.0,-14.6,0.01,2000
01/01/2023,19,1699,-4.4,46,3.4,0.0,0.0,-14.2,0.0,2000
01/01/2023,20,1516,-5.2,49,3.96,0.0,0.0,-14.3,0.0,2000
01/01/2023,21,1412,-4.9,53,4.34,0.0,0.0,-13.1,0.0,2000
01/01/2023,22,1198,-5.2,53,4.19,0.0,0.0,-13.2,0.0,2000
01/01/2023,23,997,-5.8,54,3.78,0.0,0.0,-13.6,0.0,2000
01/01/2024,0,1312,-1.9,91,1.75,0.0,0.0,-3.2,0.0,2000
01/01/2024,1,1775,-2.8,91,2.33,0.0,0.0,-4.0,0.0,2000
01/01/2024,2,1355,-2.2,90,1.84,0.0,0.0,-3.5,0.0,2000
01/01/2024,3,951,-2.2,89,2.06,0.0,0.0,-3.8,0.0,2000
01/01/2024,4,697,-2.8,91,2.12,0.0,0.0,-4.1,0.0,2000
01/01/2024,5,647,-3.3,92,2.21,0.0,0.0,-4.3,0.0,2000
01/01/2024,6,912,-2.9,93,1.7,0.0,0.0,-3.8,0.0,2000
01/01/2024,7,1033,-2.9,94,1.91,0.0,0.0,-3.8,0.0,2000
01/01/2024,8,1173,-3.5,95,1.6,0.0,0.0,-4.2,0.0,2000
01/01/2024,9,1225,-1.4,90,2.35,0.0,0.0,-2.8,0.24,2000
01/01/2024,10,1550,1.8,84,2.01,0.0,0.0,-0.6,0.68,2000
01/01/2024,11,1830,3.8,75,1.7,0.0,0.0,-0.2,1.1,2000
01/01/2024,12,2416,5.1,73,1.75,0.0,0.0,0.8,1.49,2000
01/01/2024,13,2807,6.0,69,2.28,0.0,0.0,0.7,1.47,2000
01/01/2024,14,3154,6.4,61,2.6,0.0,0.0,-0.6,0.94,2000
01/01/2024,15,3392,6.7,58,3.52,0.0,0.0,-1.0,0.96,2000
01/01/2024,16,3568,5.9,64,3.0,0.0,0.0,-0.2,0.56,2000
01/01/2024,17,3519,3.5,81,1.91,0.0,0.0,0.6,0.22,2000
01/01/2024,18,2982,2.0,83,2.11,0.0,0.0,-0.6,0.01,2000
01/01/2024,19,2596,0.2,90,2.22,0.0,0.0,-1.2,0.0,2000
01/01/2024,20,2368,-0.4,94,1.9,0.0,0.0,-1.2,0.0,2000
01/01/2024,21,2228,0.4,97,1.48,0.0,0.0,-0.1,0.0,2000
01/01/2024,22,1863,-0.1,99,1.73,0.0,0.0,-0.2,0.0,2000
01/01/2024,23,1274,0.3,99,1.21,0.0,0.0,0.2,0.0,2000
01/02/2022,0,273,-0.3,86,3.37,0.6,0.42,-2.3,0.0,2000
01/02/2022,1,214,-1.1,83,4.04,0.0,0.0,-3.6,0.0,2000
01/02/2022,2,154,-2.0,72,3.65,0.0,0.0,-6.4,0.0,2000
01/02/2022,3,64,-2.9,75,2.4,0.0,0.0,-6.7,0.0,2000
01/02/2022,4,33,-2.5,80,3.4,0.2,0.14,-5.5,0.0,2000
01/02/2022,5,54,-1.8,73,4.33,0.1,0.07,-5.9,0.0,2000
01/02/2022,6,81,-2.2,74,4.0,0.0,0.0,-6.2,0.0,2000
01/02/2022,7,123,-3.3,76,3.3,0.0,0.0,-6.9,0.0,2000
01/02/2022,8,208,-3.8,80,2.62,0.0,0.0,-6.8,0.01,2000
01/02/2022,9,221,-3.2,81,2.5,0.0,0.0,-5.9,0.34,2000
01/02/2022,10,302,-1.9,68,4.13,0.0,0.0,-7.1,0.59,2000
01/02/2022,11,490,-0.2,53,5.35,0.0,0.0,-8.6,1.47,2000
01/02/2022,12,655,0.5,48,5.5,0.0,0.0,-9.2,1.54,2000
01/02/2022,13,832,0.8,50,5.24,0.0,0.0,-8.6,1.54,2000
01/02/2022,14,1038,1.5,47,5.33,0.0,0.0,-8.6,1.69,2000
01/02/2022,15,1151,2.1,42,5.5,0.0,0.0,-9.4,1.59,2000
01/02/2022,16,1485,1.9,43,5.35,0.0,0.0,-9.3,1.14,2000
01/02/2022,17,1404,1.2,45,3.77,0.0,0.0,-9.4,0.67,2000
01/02/2022,18,1203,-1.2,55,2.83,0.0,0.0,-9.1,0.15,2000
01/02/2022,19,1107,-2.5,64,2.94,0.0,0.0,-8.4,0.0,2000
01/02/2022,20,939,-3.0,64,3.54,0.0,0.0,-8.8,0.0,2000
01/02/2022,21,968,-5.9,83,2.55,0.0,0.0,-8.4,0.0,2000
01/02/2022,22,698,-4.7,79,2.28,0.0,0.0,-7.7,0.0,2000
01/02/2022,23,514,-5.1,81,2.73,0.0,0.0,-7.8,0.0,2000
01/02/2023,0,1508,2.5,99,3.23,0.0,0.0,2.3,0.0,2000
01/02/2023,1,1144,1.5,100,2.72,0.0,0.0,1.4,0.0,2000
01/02/2023,2,739,0.9,99,2.47,0.0,0.0,0.8,0.0,2000
01/02/2023,3,496,0.6,99,2.15,0.0,0.0,0.5,0.0,2000
01/02/2023,4,394,-1.0,99,1.2,0.0,0.0,-1.2,0.0,2000
01/02/2023,5,822,-2.0,99,1.17,0.0,0.0,-2.2,0.0,2000
01/02/2023,6,1652,-1.8,97,1.2,0.0,0.0,-2.2,0.0,2000
01/02/2023,7,3875,-2.3,95,0.92,0.0,0.0,-3.0,0.0,2000
01/02/2023,8,7401,-2.7,96,1.2,0.0,0.0,-3.2,0.01,2000
01/02/2023,9,3677,-2.0,97,1.94,0.0,0.0,-2.4,0.33,2000
01/02/2023,10,2498,0.2,89,2.42,0.0,0.0,-1.4,0.76,2000
01/02/2023,11,3001,1.9,72,4.05,0.0,0.0,-2.7,1.48,2000
01/02/2023,12,3310,3.0,54,5.49,0.0,0.0,-5.3,1.9,2000
01/02/2023,13,3180,3.5,44,6.3,0.0,0.0,-7.6,2.09,2000
01/02/2023,14,3160,3.5,40,6.71,0.0,0.0,-8.9,2.04,2000
01/02/2023,15,3285,3.0,37,6.69,0.0,0.0,-10.1,1.77,2000
01/02/2023,16,3791,2.2,38,6.66,0.0,0.0,-10.7,1.31,2000
01/02/2023,17,5672,1.0,41,5.66,0.0,0.0,-10.8,0.71,2000
01/02/2023,18,7674,-1.0,47,5.02,0.0,0.0,-11.0,0.15,2000
01/02/2023,19,4550,-2.3,50,4.94,0.0,0.0,-11.2,0.0,2000
01/02/2023,20,3368,-3.2,52,4.69,0.0,0.0,-11.7,0.0,2000
01/02/2023,21,3021,-4.2,58,3.52,0.0,0.0,-11.2,0.0,2000
01/02/2023,22,2643,-4.4,57,3.47,0.0,0.0,-11.6,0.0,2000
01/02/2023,23,1615,-4.8,58,3.33,0.0,0.0,-11.9,0.0,2000
01/02/2024,0,1720,-1.7,92,1.91,0.0,0.0,-2.8,0.0,2000
01/02/2024,1,1302,-1.8,93,1.94,0.0,0.0,-2.7,0.0,2000
01/02/2024,2,744,-2.5,95,1.8,0.0,0.0,-3.3,0.0,2000
01/02/2024,3,560,-2.5,93,1.86,0.0,0.0,-3.4,0.0,2000
01/02/2024,4,536,-3.2,93,1.92,0.0,0.0,-4.2,0.0,2000
01/02/2024,5,1034,-3.7,90,2.52,0.0,0.0,-5.1,0.0,2000
01/02/2024,6,2312,-3.5,80,2.55,0.0,0.0,-6.4,0.0,2000
01/02/2024,7,5387,-3.5,74,2.05,0.0,0.0,-7.5,0.0,2000
01/02/2024,8,8918,-3.7,64,1.72,0.0,0.0,-9.5,0.01,2000
01/02/2024,9,4558,-2.9,53,1.8,0.0,0.0,-11.2,0.33,2000
01/02/2024,10,3035,0.2,72,2.06,0.0,0.0,-4.2,0.86,2000
01/02/2024,11,3345,1.0,68,1.75,0.0,0.0,-4.2,0.75,2000
01/02/2024,12,3774,2.6,64,1.33,0.0,0.0,-3.6,1.17,2000
01/02/2024,13,3930,3.9,60,1.49,0.0,0.0,-3.1,1.41,2000
01/02/2024,14,3925,4.8,56,1.43,0.0,0.0,-3.2,1.36,2000
01/02/2024,15,4303,5.4,53,1.25,0.0,0.0,-3.5,1.04,2000
01/02/2024,16,5019,5.6,52,1.72,0.0,0.0,-3.5,0.83,2000
01/02/2024,17,7416,5.0,55,2.15,0.0,0.0,-3.2,0.51,2000
01/02/2024,18,9680,2.7,67,1.75,0.0,0.0,-3.0,0.09,2000
01/02/2024,19,5823,0.6,62,4.65,0.0,0.0,-5.9,0.0,2000
01/02/2024,20,4524,-0.1,63,4.67,0.0,0.0,-6.2,0.0,2000
01/02/2024,21,4138,-0.2,64,3.93,0.0,0.0,-6.2,0.0,2000
01/02/2024,22,3447,-0.4,72,1.84,0.0,0.0,-4.9,0.0,2000
01/02/2024,23,2114,0.3,66,2.57,0.0,0.0,-5.2,0.0,2000
01/03/2022,0,1322,2.0,74,2.19,0.0,0.0,-2.2,0.0,2000
01/03/2022,1,885,2.8,66,1.61,0.0,0.0,-3.0,0.0,2000
01/03/2022,2,328,3.2,61,1.79,0.0,0.0,-3.7,0.0,2000
01/03/2022,3,147,2.8,75,1.84,0.1,0.0,-1.2,0.0,2000
01/03/2022,4,78,3.7,73,1.42,0.2,0.0,-0.6,0.0,2000
01/03/2022,5,69,2.4,89,1.36,0.3,0.0,0.8,0.0,2000
01/03/2022,6,110,2.8,91,1.52,0.2,0.0,1.4,0.0,2000
01/03/2022,7,243,3.0,94,1.78,0.2,0.0,2.2,0.0,2000
01/03/2022,8,690,3.2,97,1.3,0.2,0.0,2.7,0.03,2000
01/03/2022,9,1273,3.5,92,1.43,0.0,0.0,2.3,0.31,2000
01/03/2022,10,1679,4.8,89,1.02,0.0,0.0,3.2,0.48,2000
01/03/2022,11,2012,6.7,86,2.52,0.0,0.0,4.4,0.96,2000
01/03/2022,12,2615,7.1,83,3.7,0.1,0.0,4.4,0.83,2000
01/03/2022,13,3266,7.2,81,4.11,0.1,0.0,4.2,0.78,2000
01/03/2022,14,4108,7.6,76,4.52,0.1,0.0,3.5,0.92,2000
01/03/2022,15,4863,8.7,62,4.33,0.0,0.0,1.9,1.36,2000
01/03/2022,16,5376,8.9,52,4.92,0.0,0.0,-0.4,1.59,2000
01/03/2022,17,5082,7.9,51,4.72,0.0,0.0,-1.6,0.99,2000
01/03/2022,18,4382,5.9,58,3.21,0.0,0.0,-1.8,0.39,2000
01/03/2022,19,3301,3.5,52,4.63,0.0,0.0,-5.4,0.02,2000
01/03/2022,20,2680,1.6,58,4.77,0.0,0.0,-5.8,0.0,2000
01/03/2022,21,2305,0.0,70,4.19,0.0,0.0,-4.8,0.0,2000
01/03/2022,22,1897,-1.0,68,3.41,0.0,0.0,-6.2,0.0,2000
01/03/2022,23,1033,-2.5,70,2.38,0.0,0.0,-7.2,0.0,2000
01/03/2023,0,2718,4.2,85,1.14,0.0,0.0,2.0,0.0,2000
01/03/2023,1,2275,4.2,85,0.8,0.1,0.0,1.8,0.0,2000
01/03/2023,2,1528,3.6,90,0.98,0.1,0.0,2.2,0.0,2000
01/03/2023,3,1114,3.5,90,0.9,0.1,0.0,2.0,0.0,2000
01/03/2023,4,679,3.0,93,0.72,0.0,0.0,2.0,0.0,2000
01/03/2023,5,728,2.8,94,0.73,0.0,0.0,2.0,0.0,2000
01/03/2023,6,925,2.8,93,0.36,0.0,0.0,1.8,0.0,2000
01/03/2023,7,1387,2.7,92,1.1,0.0,0.0,1.5,0.0,2000
01/03/2023,8,2256,2.7,92,0.82,0.0,0.0,1.6,0.1,2000
01/03/2023,9,2889,4.6,74,1.12,0.0,0.0,0.4,0.32,2000
01/03/2023,10,3785,5.7,65,2.05,0.0,0.0,-0.4,0.68,2000
01/03/2023,11,4297,6.1,62,3.05,0.0,0.0,-0.8,0.63,2000
01/03/2023,12,4857,7.7,56,4.38,0.0,0.0,-0.6,1.44,2000
01/03/2023,13,5537,7.8,57,5.27,0.0,0.0,-0.2,1.2,2000
01/03/2023,14,5968,8.2,50,5.77,0.0,0.0,-1.7,1.16,2000
01/03/2023,15,6457,8.3,43,6.75,0.0,0.0,-3.7,1.47,2000
01/03/2023,16,6411,7.6,30,7.34,0.0,0.0,-9.0,1.42,2000
01/03/2023,17,6058,6.6,28,7.18,0.0,0.0,-10.6,1.09,2000
01/03/2023,18,4887,5.2,28,6.24,0.0,0.0,-11.9,0.42,2000
01/03/2023,19,3881,3.6,30,5.46,0.0,0.0,-12.6,0.02,2000
01/03/2023,20,3404,2.4,34,4.96,0.0,0.0,-12.0,0.0,2000
01/03/2023,21,3066,1.9,37,4.22,0.0,0.0,-11.2,0.0,2000
01/03/2023,22,2723,1.6,40,4.11,0.0,0.0,-10.5,0.0,2000
01/03/2023,23,1808,0.6,45,3.72,0.0,0.0,-9.9,0.0,2000
01/03/2024,0,1985,-1.3,51,5.0,0.0,0.0,-10.2,0.0,2000
01/03/2024,1,1541,-2.5,47,4.94,0.0,0.0,-12.2,0.0,2000
01/03/2024,2,1057,-3.5,43,5.06,0.0,0.0,-14.2,0.0,2000
01/03/2024,3,704,-4.5,37,5.54,0.0,0.0,-16.9,0.0,2000
01/03/2024,4,490,-5.4,31,5.9,0.0,0.0,-19.9,0.0,2000
01/03/2024,5,556,-6.1,28,6.4,0.0,0.0,-21.6,0.0,2000
01/03/2024,6,737,-6.6,30,6.16,0.0,0.0,-21.5,0.0,2000
01/03/2024,7,969,-7.1,33,5.75,0.0,0.0,-20.8,0.0,2000
01/03/2024,8,1628,-7.1,33,6.28,0.0,0.0,-20.5,0.17,2000
01/03/2024,9,2111,-6.5,30,6.52,0.0,0.0,-21.2,0.8,2000
01/03/2024,10,2351,-4.8,31,6.11,0.0,0.0,-19.5,1.5,2000
01/03/2024,11,2654,-3.8,29,6.14,0.0,0.0,-19.5,2.1,2000
01/03/2024,12,2924,-3.1,28,6.63,0.0,0.0,-19.1,2.51,2000
01/03/2024,13,2961,-2.6,29,7.02,0.0,0.0,-18.4,2.68,2000
01/03/2024,14,2951,-2.3,29,6.98,0.0,0.0,-18.1,2.61,2000
01/03/2024,15,3068,-2.5,30,7.03,0.0,0.0,-18.0,2.3,2000
01/03/2024,16,3090,-3.2,31,6.93,0.0,0.0,-18.0,1.79,2000
01/03/2024,17,3009,-4.1,31,6.44,0.0,0.0,-18.8,1.13,2000
01/03/2024,18,2596,-5.5,35,5.95,0.0,0.0,-18.5,0.44,2000
01/03/2024,19,1926,-6.5,41,4.42,0.0,0.0,-17.6,0.02,2000
01/03/2024,20,1670,-6.9,43,3.99,0.0,0.0,-17.4,0.0,2000
01/03/2024,21,1603,-7.2,45,4.05,0.0,0.0,-17.1,0.0,2000
01/03/2024,22,1448,-7.6,46,2.82,0.0,0.0,-17.2,0.0,2000
01/03/2024,23,1175,-7.8,47,2.56,0.0,0.0,-17.1,0.0,2000
01/04/2022,0,2169,4.3,84,1.75,0.0,0.0,1.8,0.0,2000
01/04/2022,1,1111,3.7,85,1.79,0.0,0.0,1.4,0.0,2000
01/04/2022,2,699,2.8,87,1.88,0.0,0.0,0.9,0.0,2000
01/04/2022,3,411,2.4,88,1.9,0.0,0.0,0.6,0.0,2000
01/04/2022,4,386,2.2,88,1.77,0.0,0.0,0.4,0.0,2000
01/04/2022,5,793,1.7,89,1.9,0.0,0.0,0.1,0.0,2000
01/04/2022,6,1938,0.9,90,2.33,0.0,0.0,-0.6,0.0,2000
01/04/2022,7,5572,2.4,88,1.71,0.0,0.0,0.6,0.06,2000
01/04/2022,8,9196,4.4,80,2.14,0.0,0.0,1.2,0.53,2000
01/04/2022,9,4793,6.2,71,2.32,0.0,0.0,1.2,1.22,2000
01/04/2022,10,3753,8.4,62,2.21,0.0,0.0,1.5,1.88,2000
01/04/2022,11,4856,9.9,55,1.55,0.0,0.0,1.3,2.47,2000
01/04/2022,12,5599,11.0,50,0.54,0.0,0.0,0.9,2.84,2000
01/04/2022,13,5591,12.0,41,0.94,0.0,0.0,-0.9,2.98,2000
01/04/2022,14,5965,12.4,37,1.56,0.0,0.0,-1.9,2.33,2000
01/04/2022,15,6950,12.4,37,2.61,0.0,0.0,-1.9,1.56,2000
01/04/2022,16,7982,11.0,49,4.9,0.0,0.0,0.7,1.01,2000
01/04/2022,17,10513,10.8,44,4.4,0.0,0.0,-0.9,1.19,2000
01/04/2022,18,12842,10.1,48,3.01,0.0,0.0,-0.3,0.63,2000
01/04/2022,19,7364,7.2,69,2.42,0.0,0.0,1.9,0.13,2000
01/04/2022,20,5489,5.4,82,2.0,0.0,0.0,2.7,0.0,2000
01/04/2022,21,5154,3.9,77,2.4,0.0,0.0,0.2,0.0,2000
01/04/2022,22,4634,4.3,74,1.9,0.0,0.0,0.2,0.0,2000
01/04/2022,23,3562,4.2,74,2.19,0.0,0.0,0.0,0.0,2000
01/04/2023,0,4154,10.9,55,1.03,0.0,0.0,2.3,0.0,2000
01/04/2023,1,3166,8.9,65,1.8,0.0,0.0,2.7,0.0,2000
01/04/2023,2,1886,8.4,69,2.22,0.0,0.0,3.1,0.0,2000
01/04/2023,3,1215,9.6,64,0.85,0.0,0.0,3.0,0.0,2000
01/04/2023,4,844,6.2,81,2.42,0.0,0.0,3.2,0.0,2000
01/04/2023,5,883,5.4,86,2.84,0.0,0.0,3.2,0.0,2000
01/04/2023,6,1373,5.2,88,2.83,0.0,0.0,3.4,0.0,2000
01/04/2023,7,2503,6.9,87,1.73,0.0,0.0,4.9,0.06,2000
01/04/2023,8,4828,10.2,73,2.32,0.0,0.0,5.7,0.54,2000
01/04/2023,9,6159,13.3,55,2.51,0.0,0.0,4.4,1.22,2000
01/04/2023,10,7160,16.6,40,2.4,0.0,0.0,2.8,1.9,2000
01/04/2023,11,8322,19.4,33,2.0,0.0,0.0,2.7,2.45,2000
01/04/2023,12,9571,21.4,28,1.51,0.0,0.0,2.2,2.79,2000
01/04/2023,13,11020,22.8,23,1.6,0.0,0.0,0.8,2.89,2000
01/04/2023,14,12040,23.4,21,1.7,0.0,0.0,-0.1,2.8,2000
01/04/2023,15,13350,23.8,20,1.48,0.0,0.0,-0.4,2.47,2000
01/04/2023,16,14019,24.2,19,2.15,0.0,0.0,-1.1,1.85,2000
01/04/2023,17,13937,23.5,18,1.22,0.0,0.0,-1.9,1.0,2000
01/04/2023,18,12788,21.4,26,4.0,0.0,0.0,0.9,0.49,2000
01/04/2023,19,10475,18.6,30,4.14,0.0,0.0,0.9,0.12,2000
01/04/2023,20,9473,16.5,37,3.2,0.0,0.0,1.6,0.0,2000
01/04/2023,21,9148,14.2,45,2.44,0.0,0.0,2.4,0.0,2000
01/04/2023,22,7929,13.9,46,2.09,0.0,0.0,2.6,0.0,2000
01/04/2023,23,5734,12.6,50,2.86,0.0,0.0,2.3,0.0,2000
01/04/2024,0,1969,4.9,61,2.39,0.0,0.0,-2.0,0.0,2000
01/04/2024,1,1152,4.0,65,3.07,0.0,0.0,-2.0,0.0,2000
01/04/2024,2,741,3.4,65,3.31,0.0,0.0,-2.6,0.0,2000
01/04/2024,3,484,3.6,60,3.0,0.0,0.0,-3.3,0.0,2000
01/04/2024,4,582,5.3,50,2.3,0.0,0.0,-4.4,0.0,2000
01/04/2024,5,1370,3.1,60,2.64,0.0,0.0,-3.8,0.0,2000
01/04/2024,6,3538,4.7,51,1.84,0.0,0.0,-4.7,0.0,2000
01/04/2024,7,9430,3.0,67,1.63,0.0,0.0,-2.4,0.06,2000
01/04/2024,8,12928,6.4,59,2.4,0.0,0.0,-1.0,0.54,2000
01/04/2024,9,6324,9.5,50,1.36,0.0,0.0,-0.4,1.23,2000
01/04/2024,10,4592,12.0,40,1.36,0.0,0.0,-1.0,1.91,2000
01/04/2024,11,5185,13.6,36,1.22,0.0,0.0,-1.2,2.46,2000
01/04/2024,12,6105,14.6,34,1.3,0.0,0.0,-1.0,2.82,2000
01/04/2024,13,5875,15.4,33,1.91,0.0,0.0,-0.6,2.96,2000
01/04/2024,14,6091,16.1,33,2.92,0.0,0.0,-0.1,2.86,2000
01/04/2024,15,7324,16.0,35,3.98,0.0,0.0,0.4,2.53,2000
01/04/2024,16,9387,14.9,34,4.49,0.0,0.0,-0.8,1.96,2000
01/04/2024,17,13482,13.6,33,4.27,0.0,0.0,-2.5,1.33,2000
01/04/2024,18,17983,12.0,40,2.55,0.0,0.0,-1.2,0.68,2000
01/04/2024,19,10737,8.1,57,2.42,0.0,0.0,0.2,0.13,2000
01/04/2024,20,8460,8.6,51,1.66,0.0,0.0,-0.9,0.0,2000
01/04/2024,21,7293,8.6,48,1.26,0.0,0.0,-1.7,0.0,2000
01/04/2024,22,5793,5.8,62,2.28,0.0,0.0,-1.0,0.0,2000
01/04/2024,23,3232,5.4,58,2.36,0.0,0.0,-2.2,0.0,2000
01/05/2022,0,4053,8.4,90,2.34,0.0,0.0,6.8,0.0,2000
01/05/2022,1,2695,7.2,88,1.71,0.0,0.0,5.2,0.0,2000
01/05/2022,2,1901,6.0,88,2.24,0.0,0.0,4.2,0.0,2000
01/05/2022,3,1159,5.5,88,2.35,0.0,0.0,3.7,0.0,2000
01/05/2022,4,757,5.5,88,2.0,0.0,0.0,3.7,0.0,2000
01/05/2022,5,634,4.7,90,2.31,0.0,0.0,3.2,0.0,2000
01/05/2022,6,974,6.1,85,1.8,0.0,0.0,3.7,0.01,2000
01/05/2022,7,1654,7.5,81,0.67,0.0,0.0,4.4,0.32,2000
01/05/2022,8,2747,9.6,66,0.64,0.0,0.0,3.7,0.94,2000
01/05/2022,9,3880,11.0,57,0.94,0.0,0.0,2.7,1.65,2000
01/05/2022,10,5297,13.6,45,1.7,0.0,0.0,1.8,2.3,2000
01/05/2022,11,6274,15.8,34,3.72,0.0,0.0,0.0,2.82,2000
01/05/2022,12,7707,16.7,25,5.95,0.0,0.0,-3.2,3.15,2000
01/05/2022,13,9059,16.9,25,7.16,0.0,0.0,-3.2,3.27,2000
01/05/2022,14,10148,16.7,26,7.56,0.0,0.0,-2.8,3.15,2000
01/05/2022,15,10898,16.2,30,8.27,0.0,0.0,-1.4,2.8,2000
01/05/2022,16,10781,15.2,40,8.37,0.0,0.0,1.9,2.28,2000
01/05/2022,17,9607,14.2,48,7.93,0.0,0.0,3.5,1.61,2000
01/05/2022,18,8283,13.1,54,7.14,0.0,0.0,4.1,0.91,2000
01/05/2022,19,6612,12.1,61,6.03,0.0,0.0,4.8,0.24,2000
01/05/2022,20,5890,11.2,68,5.2,0.0,0.0,5.6,0.01,2000
01/05/2022,21,5405,11.1,70,4.19,0.0,0.0,5.8,0.0,2000
01/05/2022,22,4271,10.4,76,2.64,0.0,0.0,6.3,0.0,2000
01/05/2022,23,3110,9.3,86,2.1,0.0,0.0,7.0,0.0,2000
01/05/2023,0,2279,9.7,96,2.33,0.0,0.0,9.1,0.0,2000
01/05/2023,1,1657,9.1,98,2.06,0.0,0.0,8.7,0.0,2000
01/05/2023,2,1128,8.0,98,1.41,0.0,0.0,7.8,0.0,2000
01/05/2023,3,699,7.2,99,1.68,0.0,0.0,7.1,0.0,2000
01/05/2023,4,602,7.0,100,1.53,0.0,0.0,7.0,0.0,2000
01/05/2023,5,922,7.6,99,1.24,0.0,0.0,7.4,0.0,2000
01/05/2023,6,1857,7.6,98,1.53,0.0,0.0,7.3,0.01,2000
01/05/2023,7,4419,8.0,96,1.12,0.0,0.0,7.4,0.23,2000
01/05/2023,8,6002,9.4,92,0.78,0.0,0.0,8.2,0.8,2000
01/05/2023,9,6262,11.1,76,0.42,0.0,0.0,7.0,1.49,2000
01/05/2023,10,6896,13.2,63,0.86,0.0,0.0,6.3,1.8,2000
01/05/2023,11,8021,15.1,50,2.4,0.0,0.0,4.7,2.13,2000
01/05/2023,12,9535,16.7,40,4.2,0.0,0.0,2.9,2.71,2000
01/05/2023,13,10459,17.4,38,4.7,0.0,0.0,2.9,3.09,2000
01/05/2023,14,12001,18.1,35,3.7,0.0,0.0,2.3,3.02,2000
01/05/2023,15,12970,18.4,34,4.18,0.0,0.0,2.0,2.71,2000
01/05/2023,16,14184,17.7,33,5.06,0.0,0.0,1.2,2.29,2000
01/05/2023,17,14658,16.4,34,4.98,0.0,0.0,0.6,1.51,2000
01/05/2023,18,14567,15.6,38,4.34,0.0,0.0,1.4,0.89,2000
01/05/2023,19,11563,13.4,47,1.97,0.0,0.0,2.5,0.3,2000
