DATE,HOUR,RENTED_BIKE_COUNT
01/03/2017,8,1079
01/03/2017,9,406
01/03/2017,10,246
01/03/2017,11,339
01/03/2017,12,433
01/03/2017,13,323
01/03/2017,14,261
01/03/2017,15,349
01/03/2017,16,626
01/03/2017,17,1085
01/03/2017,18,971
01/03/2017,19,600
01/03/2017,20,425
01/03/2017,21,294
01/03/2017,22,188
01/03/2017,23,80
01/03/2018,0,44
01/03/2018,1,15
01/03/2018,2,7
01/03/2018,3,8
01/03/2018,4,15
01/03/2018,5,85
01/03/2018,6,292
01/03/2018,7,767
01/03/2018,8,1187
01/03/2018,9,477
01/03/2018,10,121
01/03/2018,11,195
01/03/2018,12,295
01/03/2018,13,289
01/03/2018,14,286
01/03/2018,15,362
01/03/2018,16,630
01/03/2018,17,1047
01/03/2018,18,796
01/03/2018,19,442
01/03/2018,20,118
01/03/2018,21,125
01/03/2018,22,140
01/03/2018,23,71
01/04/2014,0,30
01/04/2014,1,16
01/04/2014,2,12
01/04/2014,4,8
01/04/2014,5,55
01/04/2014,6,179
01/04/2014,7,577
01/04/2014,8,998
01/04/2014,9,454
01/04/2014,10,268
01/04/2014,11,291
01/04/2014,12,357
01/04/2014,13,427
01/04/2014,14,364
01/04/2014,15,449
01/04/2014,16,587
01/04/2014,17,1195
01/04/2014,18,1155
01/04/2014,19,758
01/04/2014,20,502
01/04/2014,21,342
01/04/2014,22,233
01/04/2014,23,114
01/04/2015,0,31
01/04/2015,1,10
01/04/2015,2,3
01/04/2015,3,2
01/04/2015,4,3
01/04/2015,5,54
01/04/2015,6,214
01/04/2015,7,613
01/04/2015,8,1071
01/04/2015,9,495
01/04/2015,10,261
01/04/2015,11,336
01/04/2015,12,466
01/04/2015,13,404
01/04/2015,14,401
01/04/2015,15,534
01/04/2015,16,708
01/04/2015,17,1321
01/04/2015,18,1172
01/04/2015,19,706
01/04/2015,20,472
01/04/2015,21,318
01/04/2015,22,189
01/04/2015,23,93
01/04/2016,0,64
01/04/2016,1,41
01/04/2016,2,28
01/04/2016,3,9
01/04/2016,4,11
01/04/2016,5,53
01/04/2016,6,187
01/04/2016,7,627
01/04/2016,8,603
01/04/2016,9,388
01/04/2016,10,304
01/04/2016,11,423
01/04/2016,12,526
01/04/2016,13,610
01/04/2016,14,653
01/04/2016,15,720
01/04/2016,16,989
01/04/2016,17,1467
01/04/2016,18,1123
01/04/2016,19,731
01/04/2016,20,436
01/04/2016,21,375
01/04/2016,22,302
01/04/2016,23,204
01/04/2017,0,63
01/04/2017,1,45
01/04/2017,2,27
01/04/2017,3,19
01/04/2017,4,5
01/04/2017,5,9
01/04/2017,6,50
01/04/2017,7,122
01/04/2017,8,230
01/04/2017,9,488
01/04/2017,10,715
01/04/2017,11,862
01/04/2017,12,936
01/04/2017,13,963
01/04/2017,14,1028
01/04/2017,15,1008
01/04/2017,16,1033
01/04/2017,17,906
01/04/2017,18,619
01/04/2017,19,429
01/04/2017,20,261
01/04/2017,21,197
01/04/2017,22,167
01/04/2017,23,139
01/04/2018,0,124
01/04/2018,1,76
01/04/2018,2,50
01/04/2018,3,27
01/04/2018,4,6
01/04/2018,5,29
01/04/2018,6,54
01/04/2018,7,134
01/04/2018,8,280
01/04/2018,9,442
01/04/2018,10,753
01/04/2018,11,776
01/04/2018,12,887
01/04/2018,13,967
01/04/2018,14,975
01/04/2018,15,992
01/04/2018,16,900
01/04/2018,17,953
01/04/2018,18,793
01/04/2018,19,509
01/04/2018,20,306
01/04/2018,21,196
01/04/2018,22,138
01/04/2018,23,101
01/05/2014,0,35
01/05/2014,1,11
01/05/2014,2,4
01/05/2014,3,4
01/05/2014,4,6
01/05/2014,5,38
01/05/2014,6,179
01/05/2014,7,496
01/05/2014,8,881
01/05/2014,9,470
01/05/2014,10,302
01/05/2014,11,320
01/05/2014,12,434
01/05/2014,13,443
01/05/2014,14,372
01/05/2014,15,401
01/05/2014,16,632
01/05/2014,17,1158
01/05/2014,18,1195
01/05/2014,19,790
01/05/2014,20,586
01/05/2014,21,387
01/05/2014,22,244
01/05/2014,23,190
01/05/2015,0,68
01/05/2015,1,34
01/05/2015,2,23
01/05/2015,3,7
01/05/2015,4,5
01/05/2015,5,58
01/05/2015,6,172
01/05/2015,7,526
01/05/2015,8,1049
01/05/2015,9,547
01/05/2015,10,375
01/05/2015,11,419
01/05/2015,12,491
01/05/2015,13,508
01/05/2015,14,526
01/05/2015,15,594
01/05/2015,16,820
01/05/2015,17,1173
01/05/2015,18,986
01/05/2015,19,730
01/05/2015,20,473
01/05/2015,21,335
01/05/2015,22,240
01/05/2015,23,197
01/05/2016,0,80
01/05/2016,1,62
01/05/2016,2,33
01/05/2016,3,19
01/05/2016,4,8
01/05/2016,6,15
01/05/2016,7,22
01/05/2016,8,44
01/05/2016,9,81
01/05/2016,10,108
01/05/2016,11,113
01/05/2016,12,277
01/05/2016,13,370
01/05/2016,14,443
01/05/2016,15,522
01/05/2016,16,515
01/05/2016,17,474
01/05/2016,18,407
01/05/2016,19,292
01/05/2016,20,204
01/05/2016,21,118
01/05/2016,22,112
01/05/2016,23,57
01/05/2017,0,59
01/05/2017,1,24
01/05/2017,2,20
01/05/2017,3,6
01/05/2017,4,16
01/05/2017,5,97
01/05/2017,6,330
01/05/2017,7,800
01/05/2017,8,979
01/05/2017,9,541
01/05/2017,10,357
01/05/2017,11,390
01/05/2017,12,492
01/05/2017,13,526
01/05/2017,14,487
01/05/2017,15,570
01/05/2017,16,926
01/05/2017,17,1620
01/05/2017,18,1236
01/05/2017,19,588
01/05/2017,20,336
01/05/2017,21,269
01/05/2017,22,183
01/05/2017,23,130
01/06/2014,0,209
01/06/2014,1,111
01/06/2014,2,91
01/06/2014,3,54
01/06/2014,4,16
01/06/2014,5,10
01/06/2014,6,31
01/06/2014,7,94
01/06/2014,8,233
01/06/2014,9,471
01/06/2014,10,681
01/06/2014,11,808
01/06/2014,12,944
01/06/2014,13,963
01/06/2014,14,926
01/06/2014,15,881
01/06/2014,16,944
01/06/2014,17,862
01/06/2014,18,758
01/06/2014,19,633
01/06/2014,20,530
01/06/2014,21,336
01/06/2014,22,229
01/06/2014,23,117
01/06/2015,0,85
01/06/2015,1,18
01/06/2015,2,13
01/06/2015,3,1
01/06/2015,4,6
01/06/2015,5,81
01/06/2015,6,293
01/06/2015,7,833
01/06/2015,8,1000
01/06/2015,9,481
01/06/2015,10,266
01/06/2015,11,383
01/06/2015,12,518
01/06/2015,13,431
01/06/2015,14,375
01/06/2015,15,476
01/06/2015,16,403
01/06/2015,17,854
01/06/2015,18,554
01/06/2015,19,436
01/06/2015,20,221
01/06/2015,21,194
01/06/2015,22,147
01/06/2015,23,37
01/06/2016,0,28
01/06/2016,1,18
01/06/2016,2,7
01/06/2016,3,5
01/06/2016,4,11
01/06/2016,5,127
01/06/2016,6,350
01/06/2016,7,1008
01/06/2016,8,1332
01/06/2016,9,584
01/06/2016,10,334
01/06/2016,11,369
01/06/2016,12,488
01/06/2016,13,403
01/06/2016,14,406
01/06/2016,15,454
01/06/2016,16,849
01/06/2016,17,1635
01/06/2016,18,1428
01/06/2016,19,910
01/06/2016,20,705
01/06/2016,21,475
01/06/2016,22,312
01/06/2016,23,117
01/06/2017,0,52
01/06/2017,1,35
01/06/2017,2,15
01/06/2017,3,12
01/06/2017,4,13
01/06/2017,5,118
01/06/2017,6,366
01/06/2017,7,933
01/06/2017,8,1224
01/06/2017,9,545
01/06/2017,10,431
01/06/2017,11,453
01/06/2017,12,604
01/06/2017,13,601
01/06/2017,14,545
01/06/2017,15,702
01/06/2017,16,1024
01/06/2017,17,1795
01/06/2017,18,1388
01/06/2017,19,1014
01/06/2017,20,768
01/06/2017,21,476
01/06/2017,22,299
01/06/2017,23,242
01/07/2014,0,58
01/07/2014,1,19
01/07/2014,2,8
01/07/2014,3,3
01/07/2014,4,7
01/07/2014,5,73
01/07/2014,6,331
01/07/2014,7,792
01/07/2014,8,1014
01/07/2014,9,516
01/07/2014,10,302
01/07/2014,11,318
01/07/2014,12,379
01/07/2014,13,413
01/07/2014,14,437
01/07/2014,15,713
01/07/2014,16,581
01/07/2014,17,750
01/07/2014,18,1081
01/07/2014,19,974
01/07/2014,20,673
01/07/2014,21,485
01/07/2014,22,392
01/07/2014,23,183
01/07/2015,0,60
01/07/2015,1,3
01/07/2015,2,8
01/07/2015,3,3
01/07/2015,4,9
01/07/2015,5,72
01/07/2015,6,298
01/07/2015,7,825
01/07/2015,8,1157
01/07/2015,9,582
01/07/2015,10,310
01/07/2015,11,440
01/07/2015,12,511
01/07/2015,13,515
01/07/2015,14,483
01/07/2015,15,552
01/07/2015,16,794
01/07/2015,17,1341
01/07/2015,18,923
01/07/2015,19,824
01/07/2015,20,633
01/07/2015,21,431
01/07/2015,22,278
01/07/2015,23,171
01/07/2016,0,110
01/07/2016,1,48
01/07/2016,2,18
01/07/2016,3,7
01/07/2016,4,17
01/07/2016,5,97
01/07/2016,6,255
01/07/2016,7,700
01/07/2016,8,1215
01/07/2016,9,632
01/07/2016,10,455
01/07/2016,11,552
01/07/2016,12,641
01/07/2016,13,756
01/07/2016,14,844
01/07/2016,15,983
01/07/2016,16,1073
01/07/2016,17,1048
01/07/2016,18,849
01/07/2016,19,635
01/07/2016,20,625
01/07/2016,21,320
01/07/2016,22,281
01/07/2016,23,244
01/07/2017,0,189
01/07/2017,1,121
01/07/2017,2,84
01/07/2017,3,36
01/07/2017,4,18
01/07/2017,5,38
01/07/2017,6,76
01/07/2017,7,167
01/07/2017,8,344
01/07/2017,9,561
01/07/2017,10,780
01/07/2017,11,930
01/07/2017,12,940
01/07/2017,13,942
01/07/2017,14,829
01/07/2017,15,725
01/07/2017,16,498
01/07/2017,17,752
01/07/2017,18,734
01/07/2017,19,790
01/07/2017,20,642
01/07/2017,21,555
01/07/2017,22,366
01/07/2017,23,292
01/08/2014,0,106
01/08/2014,1,44
01/08/2014,2,26
01/08/2014,3,11
01/08/2014,4,16
01/08/2014,5,61
01/08/2014,6,242
01/08/2014,7,568
01/08/2014,8,989
01/08/2014,9,547
01/08/2014,10,313
01/08/2014,11,332
01/08/2014,12,340
01/08/2014,13,462
01/08/2014,14,445
01/08/2014,15,447
01/08/2014,16,791
01/08/2014,17,1138
01/08/2014,18,953
01/08/2014,19,596
01/08/2014,20,476
01/08/2014,21,449
01/08/2014,22,331
01/08/2014,23,169
01/08/2015,0,180
01/08/2015,1,123
01/08/2015,2,87
01/08/2015,3,30
01/08/2015,4,9
01/08/2015,5,17
01/08/2015,6,75
01/08/2015,7,132
01/08/2015,8,289
01/08/2015,9,556
01/08/2015,10,755
01/08/2015,11,760
01/08/2015,12,945
01/08/2015,13,1022
01/08/2015,14,962
01/08/2015,15,969
01/08/2015,16,887
01/08/2015,17,906
01/08/2015,18,817
01/08/2015,19,729
01/08/2015,20,559
01/08/2015,21,537
01/08/2015,22,389
01/08/2015,23,308
01/08/2016,0,45
01/08/2016,1,38
01/08/2016,2,22
01/08/2016,3,8
01/08/2016,4,12
01/08/2016,5,100
01/08/2016,6,332
01/08/2016,7,884
01/08/2016,8,1064
01/08/2016,9,524
01/08/2016,10,324
01/08/2016,11,418
01/08/2016,12,512
01/08/2016,13,455
01/08/2016,14,470
01/08/2016,15,520
01/08/2016,16,767
01/08/2016,17,1638
01/08/2016,18,1333
01/08/2016,19,952
01/08/2016,20,668
01/08/2016,21,416
01/08/2016,22,286
01/08/2016,23,163
01/08/2017,0,69
01/08/2017,1,24
01/08/2017,2,8
01/08/2017,3,4
01/08/2017,4,22
01/08/2017,5,127
01/08/2017,6,435
01/08/2017,7,992
01/08/2017,8,1353
01/08/2017,9,663
01/08/2017,10,401
01/08/2017,11,495
01/08/2017,12,588
01/08/2017,13,533
01/08/2017,14,527
01/08/2017,15,678
01/08/2017,16,1021
01/08/2017,17,1011
01/08/2017,18,848
01/08/2017,19,909
01/08/2017,20,748
01/08/2017,21,459
01/08/2017,22,308
01/08/2017,23,179
01/09/2014,0,94
01/09/2014,1,48
01/09/2014,2,38
01/09/2014,3,9
01/09/2014,4,8
01/09/2014,5,15
01/09/2014,6,36
01/09/2014,7,73
01/09/2014,8,202
01/09/2014,9,387
01/09/2014,10,593
01/09/2014,11,729
01/09/2014,12,763
01/09/2014,13,741
01/09/2014,14,761
01/09/2014,15,753
01/09/2014,16,484
01/09/2014,17,572
01/09/2014,18,587
01/09/2014,19,545
01/09/2014,20,309
01/09/2014,21,259
01/09/2014,22,187
01/09/2014,23,110
01/09/2015,0,44
01/09/2015,1,14
01/09/2015,2,16
01/09/2015,3,9
01/09/2015,4,11
01/09/2015,5,103
01/09/2015,6,361
01/09/2015,7,921
01/09/2015,8,1245
01/09/2015,9,564
01/09/2015,10,362
01/09/2015,11,402
01/09/2015,12,467
01/09/2015,13,441
01/09/2015,14,344
01/09/2015,15,417
01/09/2015,16,780
01/09/2015,17,1422
01/09/2015,18,1320
01/09/2015,19,925
01/09/2015,20,570
01/09/2015,21,373
01/09/2015,22,262
01/09/2015,23,149
01/09/2016,0,51
01/09/2016,1,9
01/09/2016,2,6
01/09/2016,3,7
01/09/2016,4,12
01/09/2016,5,97
01/09/2016,6,395
01/09/2016,7,530
01/09/2016,8,1002
01/09/2016,9,368
01/09/2016,10,269
01/09/2016,11,332
01/09/2016,12,381
01/09/2016,13,426
01/09/2016,14,458
01/09/2016,15,595
01/09/2016,16,867
01/09/2016,17,1520
01/09/2016,18,1150
01/09/2016,19,492
01/09/2016,20,417
01/09/2016,21,293
01/09/2016,22,198
01/09/2016,23,123
01/09/2017,0,94
01/09/2017,1,46
01/09/2017,2,29
01/09/2017,3,13
01/09/2017,4,12
01/09/2017,5,100
01/09/2017,6,282
01/09/2017,7,756
01/09/2017,8,1199
01/09/2017,9,693
01/09/2017,10,451
01/09/2017,11,590
01/09/2017,12,801
01/09/2017,13,740
01/09/2017,14,857
01/09/2017,15,1107
01/09/2017,16,1246
01/09/2017,17,1304
01/09/2017,18,1023
01/09/2017,19,693
01/09/2017,20,425
01/09/2017,21,313
01/09/2017,22,234
01/09/2017,23,168
01/10/2014,0,28
01/10/2014,1,22
01/10/2014,2,13
01/10/2014,3,4
01/10/2014,4,10
01/10/2014,5,98
01/10/2014,6,186
01/10/2014,7,589
01/10/2014,8,979
01/10/2014,9,506
01/10/2014,10,343
01/10/2014,11,335
01/10/2014,12,432
01/10/2014,13,411
01/10/2014,14,399
01/10/2014,15,449
01/10/2014,16,787
01/10/2014,17,1467
01/10/2014,18,1203
01/10/2014,19,852
01/10/2014,20,528
01/10/2014,21,450
01/10/2014,22,303
01/10/2014,23,156
01/10/2015,0,56
01/10/2015,1,18
01/10/2015,2,5
01/10/2015,3,1
01/10/2015,4,9
01/10/2015,5,71
01/10/2015,6,243
01/10/2015,7,359
01/10/2015,8,476
01/10/2015,9,228
01/10/2015,10,57
01/10/2015,11,66
01/10/2015,12,72
01/10/2015,13,59
01/10/2015,14,74
01/10/2015,15,120
01/10/2015,16,215
01/10/2015,17,620
01/10/2015,18,716
01/10/2015,19,456
01/10/2015,20,352
01/10/2015,21,258
01/10/2015,22,178
01/10/2015,23,90
01/10/2016,0,103
01/10/2016,1,63
01/10/2016,2,33
01/10/2016,3,23
01/10/2016,4,11
01/10/2016,5,15
01/10/2016,6,42
01/10/2016,7,115
01/10/2016,8,146
01/10/2016,9,174
01/10/2016,10,272
01/10/2016,11,477
01/10/2016,12,562
01/10/2016,13,416
01/10/2016,14,463
01/10/2016,15,625
01/10/2016,16,551
01/10/2016,17,632
01/10/2016,18,536
01/10/2016,19,449
01/10/2016,20,304
01/10/2016,21,248
01/10/2016,22,208
01/10/2016,23,161
01/10/2017,0,172
01/10/2017,1,138
01/10/2017,2,70
01/10/2017,3,55
01/10/2017,4,17
01/10/2017,5,28
01/10/2017,6,36
01/10/2017,7,97
01/10/2017,8,270
01/10/2017,9,526
01/10/2017,10,736
01/10/2017,11,910
01/10/2017,12,1091
01/10/2017,13,1054
01/10/2017,14,1107
01/10/2017,15,1083
01/10/2017,16,1126
01/10/2017,17,1000
01/10/2017,18,961
01/10/2017,19,605
01/10/2017,20,385
01/10/2017,21,266
01/10/2017,22,165
01/10/2017,23,104
01/11/2014,0,138
01/11/2014,1,146
01/11/2014,2,137
01/11/2014,3,74
01/11/2014,4,20
01/11/2014,5,18
01/11/2014,6,24
01/11/2014,7,86
01/11/2014,8,174
01/11/2014,9,272
01/11/2014,10,371
01/11/2014,11,471
01/11/2014,12,431
01/11/2014,13,487
01/11/2014,14,455
01/11/2014,15,450
01/11/2014,16,501
01/11/2014,17,475
01/11/2014,18,385
01/11/2014,19,258
01/11/2014,20,238
01/11/2014,21,181
01/11/2014,22,143
01/11/2014,23,129
01/11/2015,0,151
01/11/2015,1,278
01/11/2015,2,57
01/11/2015,3,31
01/11/2015,4,6
01/11/2015,5,7
01/11/2015,6,20
01/11/2015,7,47
01/11/2015,8,85
01/11/2015,9,211
01/11/2015,10,399
01/11/2015,11,511
01/11/2015,12,679
01/11/2015,13,710
01/11/2015,14,734
01/11/2015,15,713
01/11/2015,16,683
01/11/2015,17,612
01/11/2015,18,375
01/11/2015,19,312
01/11/2015,20,232
01/11/2015,21,145
01/11/2015,22,153
01/11/2015,23,60
01/11/2016,0,38
01/11/2016,1,16
01/11/2016,2,5
01/11/2016,3,12
01/11/2016,4,9
01/11/2016,5,91
01/11/2016,6,322
01/11/2016,7,950
01/11/2016,8,1344
01/11/2016,9,622
01/11/2016,10,332
01/11/2016,11,396
01/11/2016,12,487
01/11/2016,13,436
01/11/2016,14,390
01/11/2016,15,518
01/11/2016,16,827
01/11/2016,17,1609
01/11/2016,18,1166
01/11/2016,19,683
01/11/2016,20,466
01/11/2016,21,316
01/11/2016,22,209
01/11/2016,23,125
01/11/2017,0,59
01/11/2017,1,23
01/11/2017,2,21
01/11/2017,3,4
01/11/2017,4,16
01/11/2017,5,90
01/11/2017,6,322
01/11/2017,7,868
01/11/2017,8,1250
01/11/2017,9,614
01/11/2017,10,268
01/11/2017,11,331
01/11/2017,12,472
01/11/2017,13,449
01/11/2017,14,392
01/11/2017,15,503
01/11/2017,16,876
01/11/2017,17,1444
01/11/2017,18,1119
01/11/2017,19,647
01/11/2017,20,414
01/11/2017,21,327
01/11/2017,22,221
01/11/2017,23,129
01/12/2014,0,24
01/12/2014,1,14
01/12/2014,2,4
01/12/2014,3,2
01/12/2014,4,4
01/12/2014,5,53
01/12/2014,6,193
01/12/2014,7,632
01/12/2014,8,977
01/12/2014,9,402
01/12/2014,10,242
01/12/2014,11,268
01/12/2014,12,354
01/12/2014,13,335
01/12/2014,14,338
01/12/2014,15,358
01/12/2014,16,473
01/12/2014,17,576
01/12/2014,18,368
01/12/2014,19,184
01/12/2014,20,188
01/12/2014,21,175
01/12/2014,22,98
01/12/2014,23,52
01/12/2015,0,9
01/12/2015,1,5
01/12/2015,2,2
01/12/2015,3,3
01/12/2015,4,5
01/12/2015,5,46
01/12/2015,6,105
01/12/2015,7,170
01/12/2015,8,295
01/12/2015,9,161
01/12/2015,10,38
01/12/2015,11,53
01/12/2015,12,62
01/12/2015,13,51
01/12/2015,14,70
01/12/2015,15,171
01/12/2015,16,296
01/12/2015,17,669
01/12/2015,18,653
01/12/2015,19,416
01/12/2015,20,296
01/12/2015,21,196
01/12/2015,22,114
01/12/2015,23,68
01/12/2016,0,44
01/12/2016,1,5
01/12/2016,2,2
01/12/2016,3,4
01/12/2016,4,3
01/12/2016,5,74
01/12/2016,6,256
01/12/2016,7,795
01/12/2016,8,1139
01/12/2016,9,515
01/12/2016,10,264
01/12/2016,11,259
01/12/2016,12,371
01/12/2016,13,403
01/12/2016,14,335
01/12/2016,15,453
01/12/2016,16,731
01/12/2016,17,1153
01/12/2016,18,932
01/12/2016,19,551
01/12/2016,20,322
01/12/2016,21,252
01/12/2016,22,178
01/12/2016,23,90
01/12/2017,0,49
01/12/2017,1,27
01/12/2017,2,11
01/12/2017,3,7
01/12/2017,4,15
01/12/2017,5,79
01/12/2017,6,280
01/12/2017,7,669
01/12/2017,8,1187
01/12/2017,9,526
01/12/2017,10,303
01/12/2017,11,359
01/12/2017,12,438
01/12/2017,13,518
01/12/2017,14,487
01/12/2017,15,562
01/12/2017,16,823
01/12/2017,17,1172
01/12/2017,18,808
01/12/2017,19,493
01/12/2017,20,297
01/12/2017,21,219
01/12/2017,22,195
01/12/2017,23,135
02/01/2014,0,16
02/01/2014,1,2
02/01/2014,2,1
02/01/2014,4,1
02/01/2014,5,24
02/01/2014,6,109
02/01/2014,7,272
02/01/2014,8,595
02/01/2014,9,339
02/01/2014,10,134
02/01/2014,11,149
02/01/2014,12,198
02/01/2014,13,223
02/01/2014,14,221
02/01/2014,15,236
