DATE,HOUR,RENTED_BIKE_COUNT
01/09/2017,11,2788
01/09/2017,12,3501
01/09/2017,13,4027
01/09/2017,14,3786
01/09/2017,15,3348
01/09/2017,16,3556
01/09/2017,17,4182
01/09/2017,18,4188
01/09/2017,19,3069
01/09/2017,20,1952
01/09/2017,21,1442
01/09/2017,22,1128
01/09/2017,23,880
01/10/2013,0,275
01/10/2013,1,140
01/10/2013,2,68
01/10/2013,3,37
01/10/2013,4,59
01/10/2013,5,224
01/10/2013,6,959
01/10/2013,7,2193
01/10/2013,8,3770
01/10/2013,9,2674
01/10/2013,10,1545
01/10/2013,11,1579
01/10/2013,12,1902
01/10/2013,13,1967
01/10/2013,14,1885
01/10/2013,15,2078
01/10/2013,16,2698
01/10/2013,17,4288
01/10/2013,18,4396
01/10/2013,19,2847
01/10/2013,20,1920
01/10/2013,21,1406
01/10/2013,22,1033
01/10/2013,23,632
01/10/2014,0,180
01/10/2014,1,117
01/10/2014,2,49
01/10/2014,3,26
01/10/2014,4,60
01/10/2014,5,229
01/10/2014,6,858
01/10/2014,7,1601
01/10/2014,8,2382
01/10/2014,9,1955
01/10/2014,10,1181
01/10/2014,11,839
01/10/2014,12,808
01/10/2014,13,1037
01/10/2014,14,1323
01/10/2014,15,1321
01/10/2014,16,1533
01/10/2014,17,2827
01/10/2014,18,3444
01/10/2014,19,2229
01/10/2014,20,1597
01/10/2014,21,1153
01/10/2014,22,725
01/10/2014,23,468
01/10/2015,0,315
01/10/2015,1,160
01/10/2015,2,67
01/10/2015,3,45
01/10/2015,4,62
01/10/2015,5,280
01/10/2015,6,1229
01/10/2015,7,2751
01/10/2015,8,4853
01/10/2015,9,3277
01/10/2015,10,1854
01/10/2015,11,1731
01/10/2015,12,2043
01/10/2015,13,2077
01/10/2015,14,2087
01/10/2015,15,2149
01/10/2015,16,2100
01/10/2015,17,1964
01/10/2015,18,1399
01/10/2015,19,1166
01/10/2015,20,976
01/10/2015,21,789
01/10/2015,22,768
01/10/2015,23,577
01/10/2017,0,687
01/10/2017,1,497
01/10/2017,2,323
01/10/2017,3,190
01/10/2017,4,111
01/10/2017,5,99
01/10/2017,6,285
01/10/2017,7,684
01/10/2017,8,1344
01/10/2017,9,2198
01/10/2017,10,3299
01/10/2017,11,3921
01/10/2017,12,4547
01/10/2017,13,4744
01/10/2017,14,4938
01/10/2017,15,4877
01/10/2017,16,5170
01/10/2017,17,4795
01/10/2017,18,4282
01/10/2017,19,3149
01/10/2017,20,2084
01/10/2017,21,1530
01/10/2017,22,1087
01/10/2017,23,664
01/11/2013,0,273
01/11/2013,1,256
01/11/2013,2,182
01/11/2013,3,87
01/11/2013,4,78
01/11/2013,5,193
01/11/2013,6,688
01/11/2013,7,1098
01/11/2013,8,1705
01/11/2013,9,1393
01/11/2013,10,607
01/11/2013,11,1068
01/11/2013,12,1405
01/11/2013,13,1652
01/11/2013,14,1892
01/11/2013,15,2085
01/11/2013,16,2555
01/11/2013,17,3730
01/11/2013,18,3270
01/11/2013,19,2150
01/11/2013,20,1385
01/11/2013,21,1032
01/11/2013,22,881
01/11/2013,23,719
01/11/2014,0,152
01/11/2014,1,240
01/11/2014,2,162
01/11/2014,3,151
01/11/2014,4,52
01/11/2014,5,33
01/11/2014,6,28
01/11/2014,7,123
01/11/2014,8,159
01/11/2014,9,248
01/11/2014,10,246
01/11/2014,11,267
01/11/2014,12,236
01/11/2014,13,254
01/11/2014,14,389
01/11/2014,15,494
01/11/2014,16,467
01/11/2014,17,556
01/11/2014,18,549
01/11/2014,19,451
01/11/2014,20,225
01/11/2014,21,171
01/11/2014,22,188
01/11/2014,23,161
01/11/2015,0,615
01/11/2015,1,789
01/11/2015,2,252
01/11/2015,3,165
01/11/2015,4,90
01/11/2015,5,104
01/11/2015,6,177
01/11/2015,7,356
01/11/2015,8,717
01/11/2015,9,1293
01/11/2015,10,1719
01/11/2015,11,2202
01/11/2015,12,2518
01/11/2015,13,2623
01/11/2015,14,2675
01/11/2015,15,2837
01/11/2015,16,2917
01/11/2015,17,2382
01/11/2015,18,1953
01/11/2015,19,1435
01/11/2015,20,1017
01/11/2015,21,805
01/11/2015,22,588
01/11/2015,23,393
01/11/2017,0,366
01/11/2017,1,205
01/11/2017,2,101
01/11/2017,3,68
01/11/2017,4,80
01/11/2017,5,442
01/11/2017,6,1630
01/11/2017,7,3604
01/11/2017,8,6348
01/11/2017,9,4484
01/11/2017,10,2455
01/11/2017,11,2193
01/11/2017,12,2499
01/11/2017,13,2732
01/11/2017,14,2920
01/11/2017,15,3069
01/11/2017,16,3827
01/11/2017,17,6384
01/11/2017,18,6381
01/11/2017,19,4016
01/11/2017,20,2806
01/11/2017,21,1973
01/11/2017,22,1420
01/11/2017,23,770
01/12/2013,0,198
01/12/2013,1,137
01/12/2013,2,91
01/12/2013,3,57
01/12/2013,4,39
01/12/2013,5,35
01/12/2013,6,55
01/12/2013,7,102
01/12/2013,8,271
01/12/2013,9,472
01/12/2013,10,756
01/12/2013,11,876
01/12/2013,12,1126
01/12/2013,13,1184
01/12/2013,14,1211
01/12/2013,15,1280
01/12/2013,16,1271
01/12/2013,17,1044
01/12/2013,18,901
01/12/2013,19,684
01/12/2013,20,538
01/12/2013,21,429
01/12/2013,22,347
01/12/2013,23,222
01/12/2014,0,125
01/12/2014,1,57
01/12/2014,2,32
01/12/2014,3,30
01/12/2014,4,38
01/12/2014,5,175
01/12/2014,6,719
01/12/2014,7,1455
01/12/2014,8,2336
01/12/2014,9,1740
01/12/2014,10,980
01/12/2014,11,824
01/12/2014,12,1030
01/12/2014,13,1015
